GO.ID,Term,Annotated,Significant,Expected,classic
GO:0006522,alanine metabolic process,1,0,0.02,1.00000
GO:0006524,alanine catabolic process,1,0,0.02,1.00000
GO:0006549,isoleucine metabolic process,2,0,0.04,1.00000
GO:0006560,proline metabolic process,5,0,0.09,1.00000
GO:0006561,proline biosynthetic process,5,0,0.09,1.00000
GO:0006573,valine metabolic process,2,0,0.04,1.00000
GO:0006590,thyroid hormone generation,1,0,0.02,1.00000
GO:0006591,ornithine metabolic process,5,0,0.09,1.00000
GO:0006592,ornithine biosynthetic process,5,0,0.09,1.00000
GO:0006600,creatine metabolic process,2,0,0.04,1.00000
GO:0006605,protein targeting,17,0,0.31,1.00000
GO:0006606,protein import into nucleus,8,0,0.15,1.00000
GO:0006611,protein export from nucleus,1,0,0.02,1.00000
GO:0006612,protein targeting to membrane,11,0,0.2,1.00000
GO:0006623,protein targeting to vacuole,2,0,0.04,1.00000
GO:0006626,protein targeting to mitochondrion,4,0,0.07,1.00000
GO:0006636,unsaturated fatty acid biosynthetic proc...,1,0,0.02,1.00000
GO:0006637,acyl-CoA metabolic process,3,0,0.05,1.00000
GO:0006643,membrane lipid metabolic process,5,0,0.09,1.00000
GO:0006650,glycerophospholipid metabolic process,5,0,0.09,1.00000
GO:0006661,phosphatidylinositol biosynthetic proces...,4,0,0.07,1.00000
GO:0006664,glycolipid metabolic process,4,0,0.07,1.00000
GO:0006665,sphingolipid metabolic process,1,0,0.02,1.00000
GO:0006684,sphingomyelin metabolic process,1,0,0.02,1.00000
GO:0006685,sphingomyelin catabolic process,1,0,0.02,1.00000
GO:0006690,icosanoid metabolic process,1,0,0.02,1.00000
GO:0006692,prostanoid metabolic process,1,0,0.02,1.00000
GO:0006693,prostaglandin metabolic process,1,0,0.02,1.00000
GO:0006694,steroid biosynthetic process,3,0,0.05,1.00000
GO:0006699,bile acid biosynthetic process,1,0,0.02,1.00000
GO:0006753,nucleoside phosphate metabolic process,6,0,0.11,1.00000
GO:0006766,vitamin metabolic process,2,0,0.04,1.00000
GO:0006767,water-soluble vitamin metabolic process,2,0,0.04,1.00000
GO:0006768,biotin metabolic process,2,0,0.04,1.00000
GO:0006778,porphyrin-containing compound metabolic ...,5,0,0.09,1.00000
GO:0006779,porphyrin-containing compound biosynthet...,5,0,0.09,1.00000
GO:0006782,protoporphyrinogen IX biosynthetic proce...,5,0,0.09,1.00000
GO:0006783,heme biosynthetic process,5,0,0.09,1.00000
GO:0006790,sulfur compound metabolic process,7,0,0.13,1.00000
GO:0006813,potassium ion transport,3,0,0.05,1.00000
GO:0006814,sodium ion transport,3,0,0.05,1.00000
GO:0006817,phosphate ion transport,3,0,0.05,1.00000
GO:0006821,chloride transport,3,0,0.05,1.00000
GO:0006829,zinc ion transport,1,0,0.02,1.00000
GO:0006833,water transport,2,0,0.04,1.00000
GO:0006835,dicarboxylic acid transport,2,0,0.04,1.00000
GO:0006851,mitochondrial calcium ion transmembrane ...,2,0,0.04,1.00000
GO:0006858,extracellular transport,2,0,0.04,1.00000
GO:0006865,amino acid transport,2,0,0.04,1.00000
GO:0006885,regulation of pH,1,0,0.02,1.00000
GO:0006888,endoplasmic reticulum to Golgi vesicle-m...,9,0,0.16,1.00000
GO:0006890,retrograde vesicle-mediated transport, G...,8,0,0.15,1.00000
GO:0006891,intra-Golgi vesicle-mediated transport,5,0,0.09,1.00000
GO:0006893,Golgi to plasma membrane transport,11,0,0.2,1.00000
GO:0006896,Golgi to vacuole transport,5,0,0.09,1.00000
GO:0006903,vesicle targeting,11,0,0.2,1.00000
GO:0006904,vesicle docking involved in exocytosis,11,0,0.2,1.00000
GO:0006914,autophagy,31,0,0.57,1.00000
GO:0006936,muscle contraction,24,0,0.44,1.00000
GO:0006937,regulation of muscle contraction,23,0,0.42,1.00000
GO:0006954,inflammatory response,5,0,0.09,1.00000
GO:0006968,cellular defense response,2,0,0.04,1.00000
GO:0006975,DNA damage induced protein phosphorylati...,3,0,0.05,1.00000
GO:0006977,DNA damage response, signal transduction...,6,0,0.11,1.00000
GO:0006986,response to unfolded protein,1,0,0.02,1.00000
GO:0006999,nuclear pore organization,2,0,0.04,1.00000
GO:0007005,mitochondrion organization,37,0,0.67,1.00000
GO:0007006,mitochondrial membrane organization,4,0,0.07,1.00000
GO:0007007,inner mitochondrial membrane organizatio...,2,0,0.04,1.00000
GO:0007028,cytoplasm organization,8,0,0.15,1.00000
GO:0007030,Golgi organization,15,0,0.27,1.00000
GO:0007033,vacuole organization,3,0,0.05,1.00000
GO:0007034,vacuolar transport,15,0,0.27,1.00000
GO:0007040,lysosome organization,2,0,0.04,1.00000
GO:0007041,lysosomal transport,13,0,0.24,1.00000
GO:0007044,cell-substrate junction assembly,2,0,0.04,1.00000
GO:0007052,mitotic spindle organization,11,0,0.2,1.00000
GO:0007062,sister chromatid cohesion,4,0,0.07,1.00000
GO:0007064,mitotic sister chromatid cohesion,1,0,0.02,1.00000
GO:0007076,mitotic chromosome condensation,1,0,0.02,1.00000
GO:0007095,mitotic G2 DNA damage checkpoint,3,0,0.05,1.00000
GO:0007129,homologous chromosome pairing at meiosis,1,0,0.02,1.00000
GO:0007130,synaptonemal complex assembly,1,0,0.02,1.00000
GO:0007140,male meiotic nuclear division,8,0,0.15,1.00000
GO:0007141,male meiosis I,2,0,0.04,1.00000
GO:0007143,female meiotic nuclear division,4,0,0.07,1.00000
GO:0007157,heterophilic cell-cell adhesion via plas...,2,0,0.04,1.00000
GO:0007164,establishment of tissue polarity,7,0,0.13,1.00000
GO:0007178,transmembrane receptor protein serine/th...,6,0,0.11,1.00000
GO:0007179,transforming growth factor beta receptor...,4,0,0.07,1.00000
GO:0007186,G protein-coupled receptor signaling pat...,3,0,0.05,1.00000
GO:0007202,activation of phospholipase C activity,2,0,0.04,1.00000
GO:0007205,protein kinase C-activating G protein-co...,3,0,0.05,1.00000
GO:0007212,dopamine receptor signaling pathway,8,0,0.15,1.00000
GO:0007227,signal transduction downstream of smooth...,2,0,0.04,1.00000
GO:0007228,positive regulation of hh target transcr...,2,0,0.04,1.00000
GO:0007249,I-kappaB kinase/NF-kappaB signaling,1,0,0.02,1.00000
GO:0007254,JNK cascade,2,0,0.04,1.00000
GO:0007259,receptor signaling pathway via JAK-STAT,2,0,0.04,1.00000
GO:0007289,spermatid nucleus differentiation,1,0,0.02,1.00000
GO:0007308,oocyte construction,8,0,0.15,1.00000
GO:0007309,oocyte axis specification,8,0,0.15,1.00000
GO:0007314,oocyte anterior/posterior axis specifica...,8,0,0.15,1.00000
GO:0007315,pole plasm assembly,8,0,0.15,1.00000
GO:0007316,pole plasm RNA localization,3,0,0.05,1.00000
GO:0007338,single fertilization,2,0,0.04,1.00000
GO:0007339,binding of sperm to zona pellucida,1,0,0.02,1.00000
GO:0007351,tripartite regional subdivision,8,0,0.15,1.00000
GO:0007369,gastrulation,10,0,0.18,1.00000
GO:0007398,ectoderm development,5,0,0.09,1.00000
GO:0007411,axon guidance,17,0,0.31,1.00000
GO:0007416,synapse assembly,3,0,0.05,1.00000
GO:0007418,ventral midline development,4,0,0.07,1.00000
GO:0007419,ventral cord development,5,0,0.09,1.00000
GO:0007422,peripheral nervous system development,8,0,0.15,1.00000
GO:0007445,determination of imaginal disc primordiu...,4,0,0.07,1.00000
GO:0007472,wing disc morphogenesis,1,0,0.02,1.00000
GO:0007476,imaginal disc-derived wing morphogenesis,1,0,0.02,1.00000
GO:0007498,mesoderm development,35,0,0.64,1.00000
GO:0007517,muscle organ development,32,0,0.58,1.00000
GO:0007519,skeletal muscle tissue development,5,0,0.09,1.00000
GO:0007525,somatic muscle development,3,0,0.05,1.00000
GO:0007528,neuromuscular junction development,3,0,0.05,1.00000
GO:0007565,female pregnancy,3,0,0.05,1.00000
GO:0007566,embryo implantation,1,0,0.02,1.00000
GO:0007567,parturition,4,0,0.07,1.00000
GO:0007568,aging,20,0,0.36,1.00000
GO:0007569,cell aging,13,0,0.24,1.00000
GO:0007585,respiratory gaseous exchange by respirat...,4,0,0.07,1.00000
GO:0007588,excretion,3,0,0.05,1.00000
GO:0007589,body fluid secretion,3,0,0.05,1.00000
GO:0007595,lactation,3,0,0.05,1.00000
GO:0007602,phototransduction,3,0,0.05,1.00000
GO:0007611,learning or memory,9,0,0.16,1.00000
GO:0007612,learning,6,0,0.11,1.00000
GO:0007613,memory,4,0,0.07,1.00000
GO:0007616,long-term memory,4,0,0.07,1.00000
GO:0007625,grooming behavior,2,0,0.04,1.00000
GO:0007628,adult walking behavior,4,0,0.07,1.00000
GO:0007632,visual behavior,2,0,0.04,1.00000
GO:0007638,mechanosensory behavior,2,0,0.04,1.00000
GO:0008033,tRNA processing,6,0,0.11,1.00000
GO:0008037,cell recognition,1,0,0.02,1.00000
GO:0008052,sensory organ boundary specification,1,0,0.02,1.00000
GO:0008064,regulation of actin polymerization or de...,8,0,0.15,1.00000
GO:0008088,axo-dendritic transport,6,0,0.11,1.00000
GO:0008089,anterograde axonal transport,3,0,0.05,1.00000
GO:0008103,oocyte microtubule cytoskeleton polariza...,3,0,0.05,1.00000
GO:0008154,actin polymerization or depolymerization,8,0,0.15,1.00000
GO:0008156,negative regulation of DNA replication,5,0,0.09,1.00000
GO:0008202,steroid metabolic process,8,0,0.15,1.00000
GO:0008206,bile acid metabolic process,1,0,0.02,1.00000
GO:0008207,C21-steroid hormone metabolic process,2,0,0.04,1.00000
GO:0008209,androgen metabolic process,1,0,0.02,1.00000
GO:0008210,estrogen metabolic process,1,0,0.02,1.00000
GO:0008213,protein alkylation,6,0,0.11,1.00000
GO:0008214,protein dealkylation,3,0,0.05,1.00000
GO:0008272,sulfate transport,1,0,0.02,1.00000
GO:0008284,positive regulation of cell population p...,3,0,0.05,1.00000
GO:0008298,intracellular mRNA localization,3,0,0.05,1.00000
GO:0008306,associative learning,2,0,0.04,1.00000
GO:0008333,endosome to lysosome transport,1,0,0.02,1.00000
GO:0008334,histone mRNA metabolic process,3,0,0.05,1.00000
GO:0008340,determination of adult lifespan,6,0,0.11,1.00000
GO:0008344,adult locomotory behavior,4,0,0.07,1.00000
GO:0008358,maternal determination of anterior/poste...,8,0,0.15,1.00000
GO:0008360,regulation of cell shape,1,0,0.02,1.00000
GO:0008361,regulation of cell size,1,0,0.02,1.00000
GO:0008542,visual learning,2,0,0.04,1.00000
GO:0008582,regulation of synaptic growth at neuromu...,1,0,0.02,1.00000
GO:0008585,female gonad development,5,0,0.09,1.00000
GO:0008589,regulation of smoothened signaling pathw...,5,0,0.09,1.00000
GO:0008595,anterior/posterior axis specification, e...,8,0,0.15,1.00000
GO:0008630,intrinsic apoptotic signaling pathway in...,3,0,0.05,1.00000
GO:0008643,carbohydrate transport,13,0,0.24,1.00000
GO:0008645,hexose transmembrane transport,9,0,0.16,1.00000
GO:0008654,phospholipid biosynthetic process,4,0,0.07,1.00000
GO:0009063,cellular amino acid catabolic process,1,0,0.02,1.00000
GO:0009078,pyruvate family amino acid metabolic pro...,1,0,0.02,1.00000
GO:0009080,pyruvate family amino acid catabolic pro...,1,0,0.02,1.00000
GO:0009081,branched-chain amino acid metabolic proc...,2,0,0.04,1.00000
GO:0009100,glycoprotein metabolic process,14,0,0.26,1.00000
GO:0009101,glycoprotein biosynthetic process,12,0,0.22,1.00000
GO:0009117,nucleotide metabolic process,6,0,0.11,1.00000
GO:0009123,nucleoside monophosphate metabolic proce...,1,0,0.02,1.00000
GO:0009124,nucleoside monophosphate biosynthetic pr...,1,0,0.02,1.00000
GO:0009126,purine nucleoside monophosphate metaboli...,1,0,0.02,1.00000
GO:0009127,purine nucleoside monophosphate biosynth...,1,0,0.02,1.00000
GO:0009150,purine ribonucleotide metabolic process,6,0,0.11,1.00000
GO:0009152,purine ribonucleotide biosynthetic proce...,3,0,0.05,1.00000
GO:0009154,purine ribonucleotide catabolic process,1,0,0.02,1.00000
GO:0009156,ribonucleoside monophosphate biosyntheti...,1,0,0.02,1.00000
GO:0009161,ribonucleoside monophosphate metabolic p...,1,0,0.02,1.00000
GO:0009165,nucleotide biosynthetic process,3,0,0.05,1.00000
GO:0009166,nucleotide catabolic process,1,0,0.02,1.00000
GO:0009167,purine ribonucleoside monophosphate meta...,1,0,0.02,1.00000
GO:0009168,purine ribonucleoside monophosphate bios...,1,0,0.02,1.00000
GO:0009187,cyclic nucleotide metabolic process,1,0,0.02,1.00000
GO:0009214,cyclic nucleotide catabolic process,1,0,0.02,1.00000
GO:0009225,nucleotide-sugar metabolic process,3,0,0.05,1.00000
GO:0009227,nucleotide-sugar catabolic process,3,0,0.05,1.00000
GO:0009247,glycolipid biosynthetic process,4,0,0.07,1.00000
GO:0009259,ribonucleotide metabolic process,6,0,0.11,1.00000
GO:0009260,ribonucleotide biosynthetic process,3,0,0.05,1.00000
GO:0009261,ribonucleotide catabolic process,1,0,0.02,1.00000
GO:0009267,cellular response to starvation,10,0,0.18,1.00000
GO:0009301,snRNA transcription,1,0,0.02,1.00000
GO:0009405,pathogenesis,2,0,0.04,1.00000
GO:0009408,response to heat,7,0,0.13,1.00000
GO:0009409,response to cold,1,0,0.02,1.00000
GO:0009411,response to UV,7,0,0.13,1.00000
GO:0009416,response to light stimulus,12,0,0.22,1.00000
GO:0009451,RNA modification,6,0,0.11,1.00000
GO:0009566,fertilization,6,0,0.11,1.00000
GO:0009583,detection of light stimulus,3,0,0.05,1.00000
GO:0009612,response to mechanical stimulus,3,0,0.05,1.00000
GO:0009615,response to virus,13,0,0.24,1.00000
GO:0009620,response to fungus,3,0,0.05,1.00000
GO:0009629,response to gravity,2,0,0.04,1.00000
GO:0009635,response to herbicide,3,0,0.05,1.00000
GO:0009743,response to carbohydrate,7,0,0.13,1.00000
GO:0009746,response to hexose,7,0,0.13,1.00000
GO:0009749,response to glucose,7,0,0.13,1.00000
GO:0009847,spore germination,6,0,0.11,1.00000
GO:0009895,negative regulation of catabolic process,9,0,0.16,1.00000
GO:0009913,epidermal cell differentiation,1,0,0.02,1.00000
GO:0009948,anterior/posterior axis specification,12,0,0.22,1.00000
GO:0009950,dorsal/ventral axis specification,2,0,0.04,1.00000
GO:0009988,cell-cell recognition,1,0,0.02,1.00000
GO:0009991,response to extracellular stimulus,20,0,0.36,1.00000
GO:0009994,oocyte differentiation,13,0,0.24,1.00000
GO:0010001,glial cell differentiation,14,0,0.26,1.00000
GO:0010045,response to nickel cation,3,0,0.05,1.00000
GO:0010160,formation of animal organ boundary,1,0,0.02,1.00000
GO:0010165,response to X-ray,3,0,0.05,1.00000
GO:0010259,multicellular organism aging,6,0,0.11,1.00000
GO:0010332,response to gamma radiation,7,0,0.13,1.00000
GO:0010389,regulation of G2/M transition of mitotic...,10,0,0.18,1.00000
GO:0010452,histone H3-K36 methylation,1,0,0.02,1.00000
GO:0010466,negative regulation of peptidase activit...,6,0,0.11,1.00000
GO:0010498,proteasomal protein catabolic process,19,0,0.35,1.00000
GO:0010506,regulation of autophagy,29,0,0.53,1.00000
GO:0010507,negative regulation of autophagy,6,0,0.11,1.00000
GO:0010508,positive regulation of autophagy,10,0,0.18,1.00000
GO:0010517,regulation of phospholipase activity,2,0,0.04,1.00000
GO:0010518,positive regulation of phospholipase act...,2,0,0.04,1.00000
GO:0010559,regulation of glycoprotein biosynthetic ...,2,0,0.04,1.00000
GO:0010561,negative regulation of glycoprotein bios...,2,0,0.04,1.00000
GO:0010569,regulation of double-strand break repair...,1,0,0.02,1.00000
GO:0010571,positive regulation of nuclear cell cycl...,2,0,0.04,1.00000
GO:0010586,miRNA metabolic process,3,0,0.05,1.00000
GO:0010591,regulation of lamellipodium assembly,1,0,0.02,1.00000
GO:0010592,positive regulation of lamellipodium ass...,1,0,0.02,1.00000
GO:0010611,regulation of cardiac muscle hypertrophy,4,0,0.07,1.00000
GO:0010613,positive regulation of cardiac muscle hy...,4,0,0.07,1.00000
GO:0010628,positive regulation of gene expression,12,0,0.22,1.00000
GO:0010640,regulation of platelet-derived growth fa...,1,0,0.02,1.00000
GO:0010642,negative regulation of platelet-derived ...,1,0,0.02,1.00000
GO:0010677,negative regulation of cellular carbohyd...,1,0,0.02,1.00000
GO:0010721,negative regulation of cell development,8,0,0.15,1.00000
GO:0010742,macrophage derived foam cell differentia...,2,0,0.04,1.00000
GO:0010743,regulation of macrophage derived foam ce...,2,0,0.04,1.00000
GO:0010745,negative regulation of macrophage derive...,2,0,0.04,1.00000
GO:0010792,DNA double-strand break processing invol...,1,0,0.02,1.00000
GO:0010821,regulation of mitochondrion organization,2,0,0.04,1.00000
GO:0010822,positive regulation of mitochondrion org...,2,0,0.04,1.00000
GO:0010824,regulation of centrosome duplication,9,0,0.16,1.00000
GO:0010826,negative regulation of centrosome duplic...,8,0,0.15,1.00000
GO:0010827,regulation of glucose transmembrane tran...,9,0,0.16,1.00000
GO:0010842,retina layer formation,1,0,0.02,1.00000
GO:0010863,positive regulation of phospholipase C a...,2,0,0.04,1.00000
GO:0010923,negative regulation of phosphatase activ...,1,0,0.02,1.00000
GO:0010927,cellular component assembly involved in ...,23,0,0.42,1.00000
GO:0010951,negative regulation of endopeptidase act...,6,0,0.11,1.00000
GO:0010955,negative regulation of protein processin...,8,0,0.15,1.00000
GO:0010960,magnesium ion homeostasis,2,0,0.04,1.00000
GO:0010971,positive regulation of G2/M transition o...,6,0,0.11,1.00000
GO:0010972,negative regulation of G2/M transition o...,4,0,0.07,1.00000
GO:0010975,regulation of neuron projection developm...,9,0,0.16,1.00000
GO:0010977,negative regulation of neuron projection...,3,0,0.05,1.00000
GO:0010996,response to auditory stimulus,2,0,0.04,1.00000
GO:0010998,regulation of translational initiation b...,1,0,0.02,1.00000
GO:0014013,regulation of gliogenesis,6,0,0.11,1.00000
GO:0014014,negative regulation of gliogenesis,6,0,0.11,1.00000
GO:0014020,primary neural tube formation,10,0,0.18,1.00000
GO:0014037,Schwann cell differentiation,7,0,0.13,1.00000
GO:0014044,Schwann cell development,7,0,0.13,1.00000
GO:0014072,response to isoquinoline alkaloid,2,0,0.04,1.00000
GO:0014074,response to purine-containing compound,5,0,0.09,1.00000
GO:0014706,striated muscle tissue development,5,0,0.09,1.00000
GO:0014742,positive regulation of muscle hypertroph...,4,0,0.07,1.00000
GO:0014743,regulation of muscle hypertrophy,4,0,0.07,1.00000
GO:0014866,skeletal myofibril assembly,23,0,0.42,1.00000
GO:0014896,muscle hypertrophy,4,0,0.07,1.00000
GO:0014897,striated muscle hypertrophy,4,0,0.07,1.00000
GO:0015698,inorganic anion transport,7,0,0.13,1.00000
GO:0015712,hexose phosphate transport,3,0,0.05,1.00000
GO:0015718,monocarboxylic acid transport,2,0,0.04,1.00000
GO:0015748,organophosphate ester transport,7,0,0.13,1.00000
GO:0015749,monosaccharide transmembrane transport,9,0,0.16,1.00000
GO:0015760,glucose-6-phosphate transport,3,0,0.05,1.00000
GO:0015800,acidic amino acid transport,2,0,0.04,1.00000
GO:0015807,L-amino acid transport,2,0,0.04,1.00000
GO:0015850,organic hydroxy compound transport,5,0,0.09,1.00000
GO:0015858,nucleoside transport,1,0,0.02,1.00000
GO:0015862,uridine transport,1,0,0.02,1.00000
GO:0015864,pyrimidine nucleoside transport,1,0,0.02,1.00000
GO:0015904,tetracycline transmembrane transport,3,0,0.05,1.00000
GO:0015914,phospholipid transport,4,0,0.07,1.00000
GO:0015918,sterol transport,2,0,0.04,1.00000
GO:0015931,nucleobase-containing compound transport,12,0,0.22,1.00000
GO:0015936,coenzyme A metabolic process,1,0,0.02,1.00000
GO:0015937,coenzyme A biosynthetic process,1,0,0.02,1.00000
GO:0016032,viral process,11,0,0.2,1.00000
GO:0016049,cell growth,7,0,0.13,1.00000
GO:0016051,carbohydrate biosynthetic process,7,0,0.13,1.00000
GO:0016052,carbohydrate catabolic process,1,0,0.02,1.00000
GO:0016072,rRNA metabolic process,7,0,0.13,1.00000
GO:0016073,snRNA metabolic process,3,0,0.05,1.00000
GO:0016125,sterol metabolic process,5,0,0.09,1.00000
GO:0016126,sterol biosynthetic process,2,0,0.04,1.00000
GO:0016180,snRNA processing,3,0,0.05,1.00000
GO:0016197,endosomal transport,6,0,0.11,1.00000
GO:0016236,macroautophagy,15,0,0.27,1.00000
GO:0016239,positive regulation of macroautophagy,9,0,0.16,1.00000
GO:0016241,regulation of macroautophagy,13,0,0.24,1.00000
GO:0016246,RNA interference,2,0,0.04,1.00000
GO:0016321,female meiosis chromosome segregation,1,0,0.02,1.00000
GO:0016322,neuron remodeling,12,0,0.22,1.00000
GO:0016325,oocyte microtubule cytoskeleton organiza...,3,0,0.05,1.00000
GO:0016360,sensory organ precursor cell fate determ...,1,0,0.02,1.00000
GO:0016445,somatic diversification of immunoglobuli...,6,0,0.11,1.00000
GO:0016446,somatic hypermutation of immunoglobulin ...,6,0,0.11,1.00000
GO:0016485,protein processing,9,0,0.16,1.00000
GO:0016567,protein ubiquitination,25,0,0.46,1.00000
GO:0016571,histone methylation,6,0,0.11,1.00000
GO:0016572,histone phosphorylation,5,0,0.09,1.00000
GO:0016574,histone ubiquitination,2,0,0.04,1.00000
GO:0016575,histone deacetylation,15,0,0.27,1.00000
GO:0016577,histone demethylation,3,0,0.05,1.00000
GO:0016584,nucleosome positioning,2,0,0.04,1.00000
GO:0016601,Rac protein signal transduction,13,0,0.24,1.00000
GO:0017015,regulation of transforming growth factor...,4,0,0.07,1.00000
GO:0017038,protein import,9,0,0.16,1.00000
GO:0017148,negative regulation of translation,5,0,0.09,1.00000
GO:0018022,peptidyl-lysine methylation,6,0,0.11,1.00000
GO:0018023,peptidyl-lysine trimethylation,1,0,0.02,1.00000
GO:0018026,peptidyl-lysine monomethylation,1,0,0.02,1.00000
GO:0018027,peptidyl-lysine dimethylation,1,0,0.02,1.00000
GO:0018103,protein C-linked glycosylation,2,0,0.04,1.00000
GO:0018105,peptidyl-serine phosphorylation,9,0,0.16,1.00000
GO:0018108,peptidyl-tyrosine phosphorylation,2,0,0.04,1.00000
GO:0018196,peptidyl-asparagine modification,2,0,0.04,1.00000
GO:0018209,peptidyl-serine modification,13,0,0.24,1.00000
GO:0018211,peptidyl-tryptophan modification,2,0,0.04,1.00000
GO:0018212,peptidyl-tyrosine modification,2,0,0.04,1.00000
GO:0018279,protein N-linked glycosylation via aspar...,2,0,0.04,1.00000
GO:0018312,peptidyl-serine ADP-ribosylation,4,0,0.07,1.00000
GO:0018317,protein C-linked glycosylation via trypt...,2,0,0.04,1.00000
GO:0018345,protein palmitoylation,4,0,0.07,1.00000
GO:0018406,protein C-linked glycosylation via 2'-al...,2,0,0.04,1.00000
GO:0019048,modulation by virus of host process,1,0,0.02,1.00000
GO:0019054,modulation by virus of host cellular pro...,1,0,0.02,1.00000
GO:0019058,viral life cycle,8,0,0.15,1.00000
GO:0019068,virion assembly,6,0,0.11,1.00000
GO:0019072,viral genome packaging,6,0,0.11,1.00000
GO:0019074,viral RNA genome packaging,6,0,0.11,1.00000
GO:0019076,viral release from host cell,6,0,0.11,1.00000
GO:0019079,viral genome replication,2,0,0.04,1.00000
GO:0019080,viral gene expression,4,0,0.07,1.00000
GO:0019081,viral translation,2,0,0.04,1.00000
GO:0019083,viral transcription,2,0,0.04,1.00000
GO:0019094,pole plasm mRNA localization,3,0,0.05,1.00000
GO:0019218,regulation of steroid metabolic process,2,0,0.04,1.00000
GO:0019240,citrulline biosynthetic process,5,0,0.09,1.00000
GO:0019244,lactate biosynthetic process from pyruva...,2,0,0.04,1.00000
GO:0019249,lactate biosynthetic process,2,0,0.04,1.00000
GO:0019319,hexose biosynthetic process,7,0,0.13,1.00000
GO:0019320,hexose catabolic process,1,0,0.02,1.00000
GO:0019388,galactose catabolic process,1,0,0.02,1.00000
GO:0019439,aromatic compound catabolic process,13,0,0.24,1.00000
GO:0019530,taurine metabolic process,2,0,0.04,1.00000
GO:0019627,urea metabolic process,2,0,0.04,1.00000
GO:0019693,ribose phosphate metabolic process,6,0,0.11,1.00000
GO:0019694,alkanesulfonate metabolic process,2,0,0.04,1.00000
GO:0019805,quinolinate biosynthetic process,2,0,0.04,1.00000
GO:0019882,antigen processing and presentation,2,0,0.04,1.00000
GO:0019884,antigen processing and presentation of e...,2,0,0.04,1.00000
GO:0019886,antigen processing and presentation of e...,1,0,0.02,1.00000
GO:0019915,lipid storage,2,0,0.04,1.00000
GO:0019933,cAMP-mediated signaling,1,0,0.02,1.00000
GO:0019934,cGMP-mediated signaling,1,0,0.02,1.00000
GO:0019935,cyclic-nucleotide-mediated signaling,1,0,0.02,1.00000
GO:0021510,spinal cord development,1,0,0.02,1.00000
GO:0021511,spinal cord patterning,1,0,0.02,1.00000
GO:0021513,spinal cord dorsal/ventral patterning,1,0,0.02,1.00000
GO:0021516,dorsal spinal cord development,1,0,0.02,1.00000
GO:0021543,pallium development,6,0,0.11,1.00000
GO:0021544,subpallium development,2,0,0.04,1.00000
GO:0021549,cerebellum development,2,0,0.04,1.00000
GO:0021575,hindbrain morphogenesis,1,0,0.02,1.00000
GO:0021587,cerebellum morphogenesis,1,0,0.02,1.00000
GO:0021695,cerebellar cortex development,2,0,0.04,1.00000
GO:0021696,cerebellar cortex morphogenesis,1,0,0.02,1.00000
GO:0021756,striatum development,2,0,0.04,1.00000
GO:0021761,limbic system development,6,0,0.11,1.00000
GO:0021766,hippocampus development,6,0,0.11,1.00000
GO:0021782,glial cell development,7,0,0.13,1.00000
GO:0021895,cerebral cortex neuron differentiation,1,0,0.02,1.00000
GO:0021910,smoothened signaling pathway involved in...,1,0,0.02,1.00000
GO:0021914,negative regulation of smoothened signal...,1,0,0.02,1.00000
GO:0021915,neural tube development,12,0,0.22,1.00000
GO:0021953,central nervous system neuron differenti...,1,0,0.02,1.00000
GO:0021988,olfactory lobe development,2,0,0.04,1.00000
GO:0021990,neural plate formation,2,0,0.04,1.00000
GO:0022011,myelination in peripheral nervous system,7,0,0.13,1.00000
GO:0022037,metencephalon development,2,0,0.04,1.00000
GO:0022406,membrane docking,12,0,0.22,1.00000
GO:0022602,ovulation cycle process,2,0,0.04,1.00000
GO:0022613,ribonucleoprotein complex biogenesis,16,0,0.29,1.00000
GO:0022616,DNA strand elongation,4,0,0.07,1.00000
GO:0022618,ribonucleoprotein complex assembly,9,0,0.16,1.00000
GO:0030004,cellular monovalent inorganic cation hom...,1,0,0.02,1.00000
GO:0030010,establishment of cell polarity,14,0,0.26,1.00000
GO:0030032,lamellipodium assembly,6,0,0.11,1.00000
GO:0030038,contractile actin filament bundle assemb...,8,0,0.15,1.00000
GO:0030041,actin filament polymerization,8,0,0.15,1.00000
GO:0030042,actin filament depolymerization,7,0,0.13,1.00000
GO:0030101,natural killer cell activation,10,0,0.18,1.00000
GO:0030104,water homeostasis,2,0,0.04,1.00000
GO:0030149,sphingolipid catabolic process,1,0,0.02,1.00000
GO:0030150,protein import into mitochondrial matrix,1,0,0.02,1.00000
GO:0030162,regulation of proteolysis,17,0,0.31,1.00000
GO:0030168,platelet activation,1,0,0.02,1.00000
GO:0030177,positive regulation of Wnt signaling pat...,8,0,0.15,1.00000
GO:0030216,keratinocyte differentiation,1,0,0.02,1.00000
GO:0030218,erythrocyte differentiation,9,0,0.16,1.00000
GO:0030239,myofibril assembly,23,0,0.42,1.00000
GO:0030240,skeletal muscle thin filament assembly,23,0,0.42,1.00000
GO:0030261,chromosome condensation,1,0,0.02,1.00000
GO:0030278,regulation of ossification,3,0,0.05,1.00000
GO:0030279,negative regulation of ossification,2,0,0.04,1.00000
GO:0030282,bone mineralization,1,0,0.02,1.00000
GO:0030301,cholesterol transport,2,0,0.04,1.00000
GO:0030307,positive regulation of cell growth,2,0,0.04,1.00000
GO:0030308,negative regulation of cell growth,1,0,0.02,1.00000
GO:0030321,transepithelial chloride transport,2,0,0.04,1.00000
