BPGOterm	statistic	p.value	parameter	method	p.adj	shortFreq	shortPerc	longFreq	longPerc
negative.regulation.of.hair.follicle.development	6.04058442769929	0.0139806553201041	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	0	0	9	0.00329498941942286
negative.regulation.of.helicase.activity	24.4460609806829	7.64195944988216e-07	1	Pearson's Chi-squared test with Yates' continuity correction	1.6923781572025e-05	23	0.00972236312603564	0	0
negative.regulation.of.histone.acetylation	23.5440527685944	1.22086203709051e-06	1	Pearson's Chi-squared test with Yates' continuity correction	2.58903470014402e-05	102	0.0431165669067668	52	0.0190377166455543
negative.regulation.of.inflammatory.response	14.8744489734888	0.000114908934544332	1	Pearson's Chi-squared test with Yates' continuity correction	0.00112540582458304	33	0.0139494775286598	84	0.0307532345812801
negative.regulation.of.insulin.receptor.signaling.pathway	6.96722030105886	0.00830163573754856	1	Pearson's Chi-squared test with Yates' continuity correction	0.0330007704144843	60	0.0253626864157452	107	0.0391737630975829
negative.regulation.of.insulin.secretion	105.557850486737	9.21674752026938e-25	1	Pearson's Chi-squared test with Yates' continuity correction	6.75719261057464e-22	318	0.134422238003449	132	0.0483265114848687
negative.regulation.of.integrin.activation	25.5989447379374	4.2026917118423e-07	1	Pearson's Chi-squared test with Yates' continuity correction	9.98528419684012e-06	24	0.0101450745662981	0	0
negative.regulation.of.interleukin.1.beta.secretion	31.9399777690244	1.59010663430469e-08	1	Pearson's Chi-squared test with Yates' continuity correction	5.78753705478841e-07	0	0	39	0.0142782874841657
negative.regulation.of.interleukin.10.production	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
negative.regulation.of.interleukin.23.production	16.3705190008462	5.20891558082601e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	0	0	21	0.00768830864532002
negative.regulation.of.JNK.cascade	12.4470653946372	0.000418649078413617	1	Pearson's Chi-squared test with Yates' continuity correction	0.00315492961882332	350	0.147949004091847	306	0.112029640260377
negative.regulation.of.kinase.activity	9.44787631173796	0.002113937243521	1	Pearson's Chi-squared test with Yates' continuity correction	0.0111497697160841	16	0.00676338304419871	3	0.00109832980647429
negative.regulation.of.lipid.storage	30.7961076618254	2.86612172420097e-08	1	Pearson's Chi-squared test with Yates' continuity correction	9.13598552086919e-07	63	0.0266308207365324	18	0.00658997883884573
negative.regulation.of.lipid.transport	30.7961076618254	2.86612172420097e-08	1	Pearson's Chi-squared test with Yates' continuity correction	9.13598552086919e-07	63	0.0266308207365324	18	0.00658997883884573
negative.regulation.of.lipoprotein.lipase.activity	12.2914534881725	0.000455037220327159	1	Pearson's Chi-squared test with Yates' continuity correction	0.00336007340247336	24	0.0101450745662981	6	0.00219665961294858
negative.regulation.of.lipoprotein.metabolic.process	30.7961076618254	2.86612172420097e-08	1	Pearson's Chi-squared test with Yates' continuity correction	9.13598552086919e-07	63	0.0266308207365324	18	0.00658997883884573
negative.regulation.of.low.density.lipoprotein.particle.clearance	20.9885294768787	4.62041388234075e-06	1	Pearson's Chi-squared test with Yates' continuity correction	7.95703491415191e-05	20	0.00845422880524838	0	0
negative.regulation.of.low.density.lipoprotein.receptor.biosynthetic.process	30.7961076618254	2.86612172420097e-08	1	Pearson's Chi-squared test with Yates' continuity correction	9.13598552086919e-07	63	0.0266308207365324	18	0.00658997883884573
negative.regulation.of.macroautophagy	11.8582310760353	0.00057407047087633	1	Pearson's Chi-squared test with Yates' continuity correction	0.00397002070258319	328	0.138649352406074	286	0.104707441550549
negative.regulation.of.macrophage.activation	21.5569433732708	3.43476894490418e-06	1	Pearson's Chi-squared test with Yates' continuity correction	6.19172421317492e-05	0	0	27	0.00988496825826859
negative.regulation.of.mammary.gland.epithelial.cell.proliferation	53.2922764122726	2.87434447148673e-13	1	Pearson's Chi-squared test with Yates' continuity correction	3.51217519706426e-11	48	0.0202901491325961	0	0
negative.regulation.of.megakaryocyte.differentiation	12.932880816598	0.000322860531928753	1	Pearson's Chi-squared test with Yates' continuity correction	0.00256668270701756	13	0.00549524872341145	0	0
negative.regulation.of.mitotic.cell.cycle	42.2061829914007	8.21399120596777e-11	1	Pearson's Chi-squared test with Yates' continuity correction	5.77454833822282e-09	1	0.000422711440262419	54	0.0197699365165372
negative.regulation.of.mitotic.metaphase.anaphase.transition	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
negative.regulation.of.monocyte.differentiation	6.07129475167598	0.0137396208538469	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	7	0.00295898008183693	0	0
negative.regulation.of.muscle.cell.apoptosis	10.9511215551592	0.00093546974208499	1	Pearson's Chi-squared test with Yates' continuity correction	0.00577022922641847	10	0.00422711440262419	37	0.0135460676131829
negative.regulation.of.MyD88.dependent.toll.like.receptor.signaling.pathway	12.0546861442137	0.000516623455276571	1	Pearson's Chi-squared test with Yates' continuity correction	0.0036874987099852	0	0	16	0.00585775896786287
negative.regulation.of.MyD88.independent.toll.like.receptor.signaling.pathway	12.0546861442137	0.000516623455276571	1	Pearson's Chi-squared test with Yates' continuity correction	0.0036874987099852	0	0	16	0.00585775896786287
negative.regulation.of.myeloid.cell.apoptosis	22.4218025304729	2.18875253805418e-06	1	Pearson's Chi-squared test with Yates' continuity correction	4.17571673802753e-05	0	0	28	0.01025107819376
negative.regulation.of.neutrophil.apoptosis	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
negative.regulation.of.NF.kappaB.import.into.nucleus	18.5718503483634	1.63618900099531e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000224516629762244	23	0.00972236312603564	73	0.0267260252908743
negative.regulation.of.NF.kappaB.transcription.factor.activity	21.3388585226503	3.84850870116145e-06	1	Pearson's Chi-squared test with Yates' continuity correction	6.76388584053445e-05	85	0.0359304724223056	180	0.0658997883884573
negative.regulation.of.nitric.oxide.biosynthetic.process	12.1255469986733	0.00049735740498614	1	Pearson's Chi-squared test with Yates' continuity correction	0.0036359518552548	20	0.00845422880524838	57	0.0208682663230115
negative.regulation.of.Notch.signaling.pathway	19.2745401562943	1.13205883296181e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000173424654649552	51	0.0215582834533834	122	0.0446654121299544
negative.regulation.of.odontogenesis	12.4275113792264	0.000423055259581705	1	Pearson's Chi-squared test with Yates' continuity correction	0.00316489736468412	18	0.00760880592472355	54	0.0197699365165372
negative.regulation.of.organ.growth	14.5067544963533	0.000139657893169137	1	Pearson's Chi-squared test with Yates' continuity correction	0.00130550875727507	20	0.00845422880524838	61	0.0223327060649772
negative.regulation.of.osteoblast.proliferation	8.07009890888202	0.00450016603272404	1	Pearson's Chi-squared test with Yates' continuity correction	0.0199609784614864	6	0.00253626864157452	25	0.00915274838728573
negative.regulation.of.peptidyl.serine.phosphorylation.of.STAT.protein	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
negative.regulation.of.phosphoprotein.phosphatase.activity	26.6938041999858	2.38384682181455e-07	1	Pearson's Chi-squared test with Yates' continuity correction	6.1787383280567e-06	1	0.000422711440262419	36	0.0131799576776915
negative.regulation.of.platelet.derived.growth.factor.receptor.signaling.pathway	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
negative.regulation.of.prostaglandin.biosynthetic.process	16.0164501457164	6.27944998801769e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000682757147002262	26	0.0109904974468229	5	0.00183054967745715
negative.regulation.of.proteasomal.ubiquitin.dependent.protein.catabolic.process	6.76625927061812	0.00928973491337775	1	Pearson's Chi-squared test with Yates' continuity correction	0.0350550879231284	52	0.0219809948936458	95	0.0347804438716858
negative.regulation.of.protein.amino.acid.phosphorylation	11.2571076578663	0.000793187074269874	1	Pearson's Chi-squared test with Yates' continuity correction	0.00506298018053855	175	0.0739745020459234	280	0.1025107819376
negative.regulation.of.protein.metabolic.process	39.4907385390607	3.29618996294056e-10	1	Pearson's Chi-squared test with Yates' continuity correction	1.90067942582146e-08	72	0.0304352236988942	18	0.00658997883884573
negative.regulation.of.protein.secretion	9.51143975416299	0.00204194888068749	1	Pearson's Chi-squared test with Yates' continuity correction	0.0109856505697395	38	0.0160630347299719	18	0.00658997883884573
negative.regulation.of.protein.transport	15.5067473133246	8.22112769582714e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000835461927425443	0	0	20	0.00732219870982859
negative.regulation.of.Ras.protein.signal.transduction	8.56877143987879	0.00341977837653151	1	Pearson's Chi-squared test with Yates' continuity correction	0.0158970132503258	46	0.0194447262520713	91	0.0333160041297201
negative.regulation.of.receptor.internalization	10.6460788084824	0.00110304521149407	1	Pearson's Chi-squared test with Yates' continuity correction	0.00666674770867537	48	0.0202901491325961	99	0.0362448836136515
negative.regulation.of.receptor.mediated.endocytosis	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
negative.regulation.of.release.of.sequestered.calcium.ion.into.cytosol	10.3313683859619	0.00130788205500664	1	Pearson's Chi-squared test with Yates' continuity correction	0.00751629418397994	0	0	14	0.00512553909688001
negative.regulation.of.retinoic.acid.receptor.signaling.pathway	12.2914534881725	0.000455037220327159	1	Pearson's Chi-squared test with Yates' continuity correction	0.00336007340247336	24	0.0101450745662981	6	0.00219665961294858
negative.regulation.of.retroviral.genome.replication	16.3705190008462	5.20891558082601e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	0	0	21	0.00768830864532002
negative.regulation.of.RNA.elongation.from.RNA.polymerase.II.promoter	14.6897406695282	0.000126734304021443	1	Pearson's Chi-squared test with Yates' continuity correction	0.00122255723353016	87	0.0367758953028305	51	0.0186716067100629
negative.regulation.of.ryanodine.sensitive.calcium.release.channel.activity	22.4218025304729	2.18875253805418e-06	1	Pearson's Chi-squared test with Yates' continuity correction	4.17571673802753e-05	0	0	28	0.01025107819376
negative.regulation.of.Schwann.cell.proliferation	11.6939523529457	0.000627035647612638	1	Pearson's Chi-squared test with Yates' continuity correction	0.00412029058072735	54	0.0228264177741706	28	0.01025107819376
negative.regulation.of.sister.chromatid.cohesion	6.05876838190145	0.0138374154576626	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	6	0.00253626864157452	22	0.00805441858081145
negative.regulation.of.skeletal.muscle.tissue.development	11.5103181442357	0.000692109312995388	1	Pearson's Chi-squared test with Yates' continuity correction	0.00449039822287273	18	0.00760880592472355	3	0.00109832980647429
negative.regulation.of.smooth.muscle.cell.apoptosis	6.53845153161199	0.0105567198087204	1	Pearson's Chi-squared test with Yates' continuity correction	0.0388923805156877	10	0.00422711440262419	30	0.0109832980647429
negative.regulation.of.smooth.muscle.cell.proliferation	9.52633774156485	0.00202543894571331	1	Pearson's Chi-squared test with Yates' continuity correction	0.0109416343888428	24	0.0101450745662981	59	0.0216004861939943
negative.regulation.of.sodium.hydrogen.antiporter.activity	8.61105581569766	0.00334128557177342	1	Pearson's Chi-squared test with Yates' continuity correction	0.015588615958492	0	0	12	0.00439331922589715
negative.regulation.of.synaptic.growth.at.neuromuscular.junction	7.56521268906723	0.00595056316965171	1	Pearson's Chi-squared test with Yates' continuity correction	0.0251550990005376	138	0.0583341787562139	216	0.0790797460661487
negative.regulation.of.systemic.arterial.blood.pressure	6.28330263764312	0.0121880752474898	1	Pearson's Chi-squared test with Yates' continuity correction	0.0440797760184058	12	0.00507253728314903	33	0.0120816278712172
negative.regulation.of.T.cell.receptor.signaling.pathway	9.27150483780345	0.00232746398959875	1	Pearson's Chi-squared test with Yates' continuity correction	0.0121387654416878	14	0.00591796016367387	2	0.000732219870982859
negative.regulation.of.telomere.maintenance	6.78290356045571	0.00920350575552291	1	Pearson's Chi-squared test with Yates' continuity correction	0.0348302461019599	34	0.0143721889689223	18	0.00658997883884573
negative.regulation.of.terminal.cell.fate.specification..open.tracheal.system	9.05316433278004	0.00262240560088031	1	Pearson's Chi-squared test with Yates' continuity correction	0.0131942995526645	130	0.0549524872341145	100	0.0366109935491429
negative.regulation.of.thrombin.receptor.signaling.pathway	6.86053712381589	0.00881200563844642	1	Pearson's Chi-squared test with Yates' continuity correction	0.0335732835460334	45	0.0190220148118089	27	0.00988496825826859
negative.regulation.of.toll.like.receptor.9.signaling.pathway	11.7846693610933	0.000597204984878063	1	Pearson's Chi-squared test with Yates' continuity correction	0.00397002070258319	12	0.00507253728314903	0	0
negative.regulation.of.toll.like.receptor.signaling.pathway	23.3037892662265	1.38327215772475e-06	1	Pearson's Chi-squared test with Yates' continuity correction	2.8996346418819e-05	86	0.0363531838625681	40	0.0146443974196572
negative.regulation.of.transcription..DNA.dependent	19.5048637952916	1.00343858235955e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000155109843514132	732	0.309424774272091	1046	0.382950992524035
negative.regulation.of.transcription.by.competitive.promoter.binding	6.39144242157393	0.0114671810425018	1	Pearson's Chi-squared test with Yates' continuity correction	0.0417372858937016	23	0.00972236312603564	51	0.0186716067100629
negative.regulation.of.transcription.from.RNA.polymerase.I.promoter	7.69187328226477	0.00554700228524102	1	Pearson's Chi-squared test with Yates' continuity correction	0.0236046564907603	50	0.021135572013121	30	0.0109832980647429
negative.regulation.of.transcription.from.RNA.polymerase.II.promoter..mitotic	13.7800118928365	0.0002055111327449	1	Pearson's Chi-squared test with Yates' continuity correction	0.00175488042137575	0	0	18	0.00658997883884573
negative.regulation.of.transcription.from.RNA.polymerase.II.promoter.in.response.to.UV.induced.DNA.damage	6.14687740053169	0.0131644336082997	1	Pearson's Chi-squared test with Yates' continuity correction	0.0470849869428051	54	0.0228264177741706	36	0.0131799576776915
negative.regulation.of.transcription.initiation.from.RNA.polymerase.II.promoter	16.3823749416126	5.17643403501474e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	16	0.00676338304419871	0	0
negative.regulation.of.translation.in.response.to.oxidative.stress	18.9630510936501	1.3327449030119e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000191051587772544	0	0	24	0.0087866384517943
negative.regulation.of.translation.in.response.to.stress	18.9630510936501	1.3327449030119e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000191051587772544	0	0	24	0.0087866384517943
negative.regulation.of.translational.initiation	8.30031229186016	0.00396382618235647	1	Pearson's Chi-squared test with Yates' continuity correction	0.0179702791235454	83	0.0350850495417808	58	0.0212343762585029
negative.regulation.of.translational.initiation.in.response.to.stress	39.2840620749556	3.66420073529659e-10	1	Pearson's Chi-squared test with Yates' continuity correction	2.02200840575722e-08	88	0.0371986067430929	28	0.01025107819376
negative.regulation.of.transporter.activity	15.5067473133246	8.22112769582714e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000835461927425443	0	0	20	0.00732219870982859
negative.regulation.of.transposition	7.743057287583	0.00539194355700434	1	Pearson's Chi-squared test with Yates' continuity correction	0.0230403449912958	10	0.00422711440262419	32	0.0117155179357257
negative.regulation.of.tumor.necrosis.factor.production	6.05492832585672	0.0138675383357263	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	19	0.00803151736498597	44	0.0161088371616229
negative.regulation.of.tyrosine.phosphorylation.of.STAT.protein	7.29588884356347	0.00691125700082704	1	Pearson's Chi-squared test with Yates' continuity correction	0.0285117129648267	72	0.0304352236988942	50	0.0183054967745715
negative.regulation.of.vasoconstriction	18.9630510936501	1.3327449030119e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000191051587772544	0	0	24	0.0087866384517943
nerve.development	6.78080464916681	0.00921433427414019	1	Pearson's Chi-squared test with Yates' continuity correction	0.0348302461019599	25	0.0105677860065605	11	0.00402720929040572
nerve.growth.factor.receptor.signaling.pathway	45.8959415186642	1.24704039670257e-11	1	Pearson's Chi-squared test with Yates' continuity correction	1.06663521931293e-09	127	0.0536843529133272	49	0.01793938683908
neural.crest.cell.migration	6.11680708422106	0.0133902449244955	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476206739098498	11	0.00464982584288661	31	0.0113494080002343
neural.plate.anterioposterior.pattern.formation	5.99072789648869	0.0143812668087316	1	Pearson's Chi-squared test with Yates' continuity correction	0.0487159480279939	5	0.0021135572013121	20	0.00732219870982859
neural.plate.formation	6.86053712381589	0.00881200563844642	1	Pearson's Chi-squared test with Yates' continuity correction	0.0335732835460334	45	0.0190220148118089	27	0.00988496825826859
neural.tube.development	8.73362963165299	0.00312394009167766	1	Pearson's Chi-squared test with Yates' continuity correction	0.0151896635112906	148	0.0625612931588381	234	0.0856697249049945
neuroblast.division	18.9630510936501	1.3327449030119e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000191051587772544	0	0	24	0.0087866384517943
neuroblast.fate.determination	6.95544616041651	0.00835644571394313	1	Pearson's Chi-squared test with Yates' continuity correction	0.0331929407151363	160	0.0676338304419871	135	0.049424841291343
neuroblast.proliferation	6.24324899830972	0.0124667568806918	1	Pearson's Chi-squared test with Yates' continuity correction	0.04489782197313	58	0.0245172635352203	102	0.0373432134201258
neurological.system.process	7.59039684781089	0.00586800307419101	1	Pearson's Chi-squared test with Yates' continuity correction	0.0248470229181091	160	0.0676338304419871	133	0.0486926214203601
neuromuscular.process.controlling.balance	13.7742524075423	0.000206142160217216	1	Pearson's Chi-squared test with Yates' continuity correction	0.00175734479440989	94	0.0397348753846674	175	0.0640692387110001
neuromuscular.synaptic.transmission	8.99585142966087	0.00270593174291437	1	Pearson's Chi-squared test with Yates' continuity correction	0.0134800531092058	40	0.0169084576104968	83	0.0303871246457886
neuron.apoptosis	57.7625528876951	2.95746669881606e-14	1	Pearson's Chi-squared test with Yates' continuity correction	5.05923969944133e-12	231	0.0976463427006188	114	0.0417365326460229
neuron.development	11.2805440180593	0.000783236012054932	1	Pearson's Chi-squared test with Yates' continuity correction	0.00501818628447679	313	0.132308680802137	273	0.0999480123891602
neuron.differentiation	15.9057826956506	6.65749972649229e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000716274394053635	196	0.0828514422914342	146	0.0534520505817487
neuron.fate.specification	8.16915283356962	0.00426088034252733	1	Pearson's Chi-squared test with Yates' continuity correction	0.0191814367700441	46	0.0194447262520713	90	0.0329498941942286
neurotransmitter.catabolic.process	31.8615334190637	1.65563658674729e-08	1	Pearson's Chi-squared test with Yates' continuity correction	5.98361053745571e-07	54	0.0228264177741706	12	0.00439331922589715
neurotransmitter.metabolic.process	53.5866682806382	2.47432797906798e-13	1	Pearson's Chi-squared test with Yates' continuity correction	3.09713443623826e-11	0	0	64	0.0234310358714515
neurotransmitter.secretion	53.6185030938919	2.43455659789985e-13	1	Pearson's Chi-squared test with Yates' continuity correction	3.09713443623826e-11	216	0.0913056710966826	454	0.166213910713109
neurotransmitter.transport	18.7791941738838	1.46759441194047e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000209796504793273	9	0.00380440296236177	46	0.0168410570326058
neutrophil.activation	12.9171420137382	0.000325586602156748	1	Pearson's Chi-squared test with Yates' continuity correction	0.00256668270701756	0	0	17	0.0062238689033543
NLS.bearing.substrate.import.into.nucleus	16.3100551165539	5.37778334996707e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000593522239828624	35	0.0147949004091847	90	0.0329498941942286
non.lytic.virus.budding	10.5604428056076	0.00115533516083745	1	Pearson's Chi-squared test with Yates' continuity correction	0.00691046625340072	3	0.00126813432078726	22	0.00805441858081145
norepinephrine.metabolic.process	39.4417941240694	3.37985051947806e-10	1	Pearson's Chi-squared test with Yates' continuity correction	1.90608712812763e-08	36	0.0152176118494471	0	0
Notch.receptor.processing	17.6203690421462	2.69684338687755e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000348619653940947	124	0.05241621859254	78	0.0285565749683315
nuclear.division	18.6847451090174	1.54211314958159e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000215057735968824	18	0.00760880592472355	0	0
nuclear.speck.organization	10.3313683859619	0.00130788205500664	1	Pearson's Chi-squared test with Yates' continuity correction	0.00751629418397994	0	0	14	0.00512553909688001
nuclear.transcribed.mRNA.catabolic.process..endonucleolytic.cleavage.dependent.decay	13.8753943075009	0.000195339198740182	1	Pearson's Chi-squared test with Yates' continuity correction	0.00172544022019727	6	0.00253626864157452	33	0.0120816278712172
nuclear.transcribed.mRNA.catabolic.process..nonsense.mediated.decay	6.06728129085581	0.0137708766937827	1	Pearson's Chi-squared test with Yates' continuity correction	0.0476735701679562	166	0.0701700990835616	144	0.0527198307107658
nuclear.translocation.of.MAPK	11.0194737670301	0.000901596625655211	1	Pearson's Chi-squared test with Yates' continuity correction	0.00560168750951882	70	0.0295898008183693	42	0.01537661729064
nucleocytoplasmic.transport	8.34814176817709	0.00386081981192794	1	Pearson's Chi-squared test with Yates' continuity correction	0.0175342719246143	125	0.0528389300328024	97	0.0355126637426686
nucleokinesis.involved.in.cell.motility.in.cerebral.cortex.radial.glia.guided.migration	15.7858981998634	7.09292026786016e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000753463047787896	12	0.00507253728314903	48	0.0175732769035886
nucleolus.to.nucleoplasm.transport	8.16097233939381	0.0042801418123342	1	Pearson's Chi-squared test with Yates' continuity correction	0.0192344026102444	24	0.0101450745662981	9	0.00329498941942286
nucleosome.positioning	24.151796961138	8.90330523621363e-07	1	Pearson's Chi-squared test with Yates' continuity correction	1.92792246718347e-05	0	0	30	0.0109832980647429
nucleotide.excision.repair	15.1259794916565	0.000100569730866735	1	Pearson's Chi-squared test with Yates' continuity correction	0.00100218225011279	228	0.0963782083798316	178	0.0651675685174744
nucleotide.excision.repair..DNA.damage.removal	7.20797742559638	0.00725802401753424	1	Pearson's Chi-squared test with Yates' continuity correction	0.0294219425418529	8	0.00338169152209935	0	0
nucleotide.excision.repair..DNA.incision	7.97010122123691	0.00475562794274575	1	Pearson's Chi-squared test with Yates' continuity correction	0.021003341309958	100	0.0422711440262419	166	0.0607742492915773
nucleotide.phosphorylation	7.20797742559638	0.00725802401753424	1	Pearson's Chi-squared test with Yates' continuity correction	0.0294219425418529	8	0.00338169152209935	0	0
nucleus.organization	24.151796961138	8.90330523621363e-07	1	Pearson's Chi-squared test with Yates' continuity correction	1.92792246718347e-05	0	0	30	0.0109832980647429
octopamine.biosynthetic.process	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
oculomotor.nerve.formation	8.10831670903681	0.00440626245445009	1	Pearson's Chi-squared test with Yates' continuity correction	0.0196122627200675	7	0.00295898008183693	27	0.00988496825826859
olfactory.behavior	6.93661344983153	0.00844488506260379	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	21	0.0088769402455108	49	0.01793938683908
olfactory.bulb.development	12.0110653679921	0.000528856179496571	1	Pearson's Chi-squared test with Yates' continuity correction	0.00374874297400056	80	0.0338169152209935	49	0.01793938683908
olfactory.lobe.development	6.86053712381589	0.00881200563844642	1	Pearson's Chi-squared test with Yates' continuity correction	0.0335732835460334	45	0.0190220148118089	27	0.00988496825826859
olfactory.placode.formation	39.4907385390607	3.29618996294056e-10	1	Pearson's Chi-squared test with Yates' continuity correction	1.90067942582146e-08	72	0.0304352236988942	18	0.00658997883884573
oligodendrocyte.differentiation	6.1264138400402	0.0133176738191521	1	Pearson's Chi-squared test with Yates' continuity correction	0.0473968807488825	130	0.0549524872341145	108	0.0395398730330744
oocyte.anterior.posterior.axis.specification	17.7008550987683	2.5851036712958e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000335867140280761	308	0.130195123600825	248	0.0907952640018745
oocyte.construction	13.7800118928365	0.0002055111327449	1	Pearson's Chi-squared test with Yates' continuity correction	0.00175488042137575	0	0	18	0.00658997883884573
oocyte.development	51.7411630831521	6.33211816511256e-13	1	Pearson's Chi-squared test with Yates' continuity correction	7.38555236894492e-11	63	0.0266308207365324	7	0.00256276954844001
oocyte.differentiation	11.3508280356058	0.000754143379604553	1	Pearson's Chi-squared test with Yates' continuity correction	0.00484995466683028	3	0.00126813432078726	23	0.00842052851630288
oocyte.localization.during.germarium.derived.egg.chamber.formation	9.05316433278004	0.00262240560088031	1	Pearson's Chi-squared test with Yates' continuity correction	0.0131942995526645	130	0.0549524872341145	100	0.0366109935491429
optic.placode.formation	39.4907385390607	3.29618996294056e-10	1	Pearson's Chi-squared test with Yates' continuity correction	1.90067942582146e-08	72	0.0304352236988942	18	0.00658997883884573
organ.growth	17.6281563771294	2.68582333267276e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000348071852102944	117	0.0494572385107031	72	0.0263599153553829
organ.morphogenesis	14.749106858627	0.000122805685094393	1	Pearson's Chi-squared test with Yates' continuity correction	0.00118912976585741	122	0.0515707957120152	81	0.0296549047748058
orthogonal.dichotomous.subdivision.of.terminal.units.involved.in.lung.branching.morphogenesis	15.5067473133246	8.22112769582714e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000835461927425443	0	0	20	0.00732219870982859
osteoblast.development	20.2168603439662	6.91408576256883e-06	1	Pearson's Chi-squared test with Yates' continuity correction	0.000110884650417198	20	0.00845422880524838	70	0.0256276954844001
osteoblast.differentiation	6.66961827938322	0.00980701908295778	1	Pearson's Chi-squared test with Yates' continuity correction	0.036790659308289	152	0.0642521389198877	128	0.046862071742903
otic.vesicle.formation	6.53845153161199	0.0105567198087204	1	Pearson's Chi-squared test with Yates' continuity correction	0.0388923805156877	10	0.00422711440262419	30	0.0109832980647429
ovarian.follicle.cell.stalk.formation	10.6541647934916	0.00109823325707766	1	Pearson's Chi-squared test with Yates' continuity correction	0.00666674770867537	134	0.0566433329951642	100	0.0366109935491429
ovarian.follicle.development	6.21756203164951	0.0126489170985343	1	Pearson's Chi-squared test with Yates' continuity correction	0.0455219092213729	91	0.0384667410638802	70	0.0256276954844001
ovarian.fusome.organization	16.3823749416126	5.17643403501474e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000578618068415564	16	0.00676338304419871	0	0
ovarian.nurse.cell.to.oocyte.transport	18.6847451090174	1.54211314958159e-05	1	Pearson's Chi-squared test with Yates' continuity correction	0.000215057735968824	18	0.00760880592472355	0	0
ovarian.ring.canal.formation	41.7498563665884	1.03729871014069e-10	1	Pearson's Chi-squared test with Yates' continuity correction	6.91352854602857e-09	38	0.0160630347299719	0	0
oviposition	14.6432309482365	0.000129900334552481	1	Pearson's Chi-squared test with Yates' continuity correction	0.00123682470672232	0	0	19	0.00695608877433716
ovulation.from.ovarian.follicle	10.637633969373	0.00110809349093922	1	Pearson's Chi-squared test with Yates' continuity correction	0.00666674770867537	11	0.00464982584288661	0	0
oxidation.reduction	14.0063013372791	0.000182199008886294	1	Pearson's Chi-squared test with Yates' continuity correction	0.00162052913969578	116	0.0490345270704406	77	0.0281904650328401
paranodal.junction.assembly	23.1680731137608	1.48441477125008e-06	1	Pearson's Chi-squared test with Yates' continuity correction	3.04720664242216e-05	104	0.0439619897872916	54	0.0197699365165372
parathyroid.gland.development	6.89554338925828	0.00864108931855073	1	Pearson's Chi-squared test with Yates' continuity correction	0.0332678697545404	0	0	10	0.00366109935491429
paraxial.mesoderm.formation	9.21737833866464	0.00239728582545198	1	Pearson's Chi-squared test with Yates' continuity correction	0.0124271422790096	55	0.0232491292144331	32	0.0117155179357257
pathway.restricted.SMAD.protein.phosphorylation	53.5866682806382	2.47432797906798e-13	1	Pearson's Chi-squared test with Yates' continuity correction	3.09713443623826e-11	0	0	64	0.0234310358714515
