BPGOterm	shortFreq	shortPerc	longFreq	longPerc
27	0.0114132088870853	negative regulation of vascular permeability	41	0.0150105073551486
0	0	negative regulation of vasoconstriction	24	0.0087866384517943
0	0	negative regulation of very-low-density lipoprotein particle clearance	0	0
0	0	negative regulation of vesicle fusion	0	0
34	0.0143721889689223	negative regulation of viral genome replication	54	0.0197699365165372
0	0	negative regulation of viral reproduction	4	0.00146443974196572
0	0	negative regulation of viral transcription	0	0
10	0.00422711440262419	negative regulation of virion penetration into host cell	15	0.00549164903237144
0	0	negative regulation of vitamin D biosynthetic process	0	0
0	0	negative regulation of vitamin D receptor signaling pathway	0	0
153	0.0646748503601502	negative regulation of Wnt receptor signaling pathway	143	0.0523537207752744
0	0	negative T cell selection	0	0
0	0	negative thymic T cell selection	5	0.00183054967745715
0	0	NELF complex	0	0
0	0	nematocyst	0	0
38	0.0160630347299719	nematode larval development	40	0.0146443974196572
25	0.0105677860065605	nerve development	11	0.00402720929040572
0	0	nerve growth factor binding	0	0
35	0.0147949004091847	nerve growth factor processing	30	0.0109832980647429
0	0	nerve growth factor receptor activity	0	0
127	0.0536843529133272	nerve growth factor receptor signaling pathway	49	0.01793938683908
38	0.0160630347299719	nerve maturation	69	0.0252615855489086
0	0	nerve terminal	0	0
21	0.0088769402455108	nerve-nerve synaptic transmission	27	0.00988496825826859
516	0.218119103175408	nervous system development	632	0.231381479230583
37	0.0156403232897095	neural crest cell development	65	0.0237971458069429
24	0.0101450745662981	neural crest cell differentiation	40	0.0146443974196572
0	0	neural crest cell fate commitment	0	0
11	0.00464982584288661	neural crest cell migration	31	0.0113494080002343
68	0.0287443779378445	neural crest formation	112	0.0410043127750401
10	0.00422711440262419	neural fold elevation formation	20	0.00732219870982859
0	0	neural fold formation	0	0
5	0.0021135572013121	neural plate anterioposterior pattern formation	20	0.00732219870982859
0	0	neural plate development	0	0
45	0.0190220148118089	neural plate formation	27	0.00988496825826859
6	0.00253626864157452	neural plate pattern formation	9	0.00329498941942286
169	0.0714382334043488	neural tube closure	226	0.082740845421063
148	0.0625612931588381	neural tube development	234	0.0856697249049945
28	0.0118359203273477	neural tube formation	28	0.01025107819376
9	0.00380440296236177	neural tube patterning	16	0.00585775896786287
0	0	neurexin binding	0	0
0	0	neuroblast development	3	0.00109832980647429
0	0	neuroblast differentiation	0	0
0	0	neuroblast division	24	0.0087866384517943
10	0.00422711440262419	neuroblast fate commitment	10	0.00366109935491429
160	0.0676338304419871	neuroblast fate determination	135	0.049424841291343
58	0.0245172635352203	neuroblast proliferation	102	0.0373432134201258
3	0.00126813432078726	neuroepithelial cell differentiation	3	0.00109832980647429
0	0	neurofilament	0	0
6	0.00253626864157452	neurofilament bundle assembly	2	0.000732219870982859
32	0.0135267660883974	neurofilament cytoskeleton organization	35	0.0128138477422
201	0.0849649994927463	neurogenesis	227	0.0831069553565545
0	0	neurohypophyseal hormone activity	0	0
160	0.0676338304419871	neurological system process	133	0.0486926214203601
0	0	neuromedin U binding	0	0
0	0	neuromedin U receptor activity	0	0
0	0	neuromuscular junction	0	0
572	0.241790943830104	neuromuscular junction development	664	0.243096997166309
6	0.00253626864157452	neuromuscular process	11	0.00402720929040572
94	0.0397348753846674	neuromuscular process controlling balance	175	0.0640692387110001
11	0.00464982584288661	neuromuscular process controlling posture	19	0.00695608877433716
40	0.0169084576104968	neuromuscular synaptic transmission	83	0.0303871246457886
77	0.0325487809002063	neuron adhesion	116	0.0424687525170058
231	0.0976463427006188	neuron apoptosis	114	0.0417365326460229
313	0.132308680802137	neuron development	273	0.0999480123891602
196	0.0828514422914342	neuron differentiation	146	0.0534520505817487
38	0.0160630347299719	neuron fate commitment	68	0.0248954756134172
0	0	neuron fate determination	3	0.00109832980647429
46	0.0194447262520713	neuron fate specification	90	0.0329498941942286
31	0.013104054648135	neuron maintenance	17	0.0062238689033543
20	0.00845422880524838	neuron maturation	10	0.00366109935491429
206	0.0870785566940584	neuron migration	241	0.0882324944534345
0	0	neuron projection	0	0
572	0.241790943830104	neuron projection development	648	0.237239238198446
0	0	neuron projection membrane	0	0
468	0.197828954042812	neuron projection morphogenesis	556	0.203557124133235
0	0	neuron projection regeneration	0	0
0	0	neuron recognition	0	0
38	0.0160630347299719	neuron remodeling	57	0.0208682663230115
0	0	neuronal action potential propagation	0	0
16	0.00676338304419871	neuronal-glial interaction involved in cerebral cortex radial glia guided migration	8	0.00292887948393143
0	0	neuropeptide binding	0	0
0	0	neuropeptide hormone activity	0	0
0	0	neuropeptide receptor activity	0	0
42	0.0177538804910216	neuropeptide signaling pathway	47	0.0172071669680972
0	0	neuropeptide Y receptor activity	0	0
0	0	neurotensin receptor activity, G-protein coupled	0	0
0	0	neurotensin receptor activity, non-G-protein coupled	0	0
0	0	neurotransmitter binding	0	0
18	0.00760880592472355	neurotransmitter biosynthetic process	30	0.0109832980647429
54	0.0228264177741706	neurotransmitter catabolic process	12	0.00439331922589715
0	0	neurotransmitter metabolic process	64	0.0234310358714515
0	0	neurotransmitter receptor activity	0	0
8	0.00338169152209935	neurotransmitter receptor metabolic process	8	0.00292887948393143
216	0.0913056710966826	neurotransmitter secretion	454	0.166213910713109
9	0.00380440296236177	neurotransmitter transport	46	0.0168410570326058
0	0	neurotransmitter uptake	0	0
0	0	neurotransmitter:sodium symporter activity	0	0
0	0	neurotrophin binding	0	0
0	0	neurotrophin TRKA receptor binding	0	0
0	0	neutral amino acid transmembrane transporter activity	0	0
1	0.000422711440262419	neutral amino acid transport	2	0.000732219870982859
0	0	neutrophil activation	17	0.0062238689033543
20	0.00845422880524838	neutrophil activation during immune response	31	0.0113494080002343
72	0.0304352236988942	neutrophil chemotaxis	63	0.0230649259359601
255	0.107791417266917	neutrophil degranulation	296	0.108368540905463
0	0	neutrophil differentiation	0	0
6	0.00253626864157452	neutrophil homeostasis	8	0.00292887948393143
24	0.0101450745662981	neutrophil mediated immunity	20	0.00732219870982859
0	0	NF-kappaB binding	0	0
0	0	NF-kappaB-inducing kinase activity	0	0
0	0	nickel ion binding	0	0
0	0	nickel ion transmembrane transporter activity	0	0
0	0	nickel ion transport	0	0
0	0	nicotinamidase activity	0	0
2	0.000845422880524838	nicotinamide metabolic process	2	0.000732219870982859
0	0	nicotinamide phosphoribosyltransferase activity	0	0
4	0.00169084576104968	nicotinamide riboside catabolic process	4	0.00146443974196572
0	0	nicotinamide-nucleotide adenylyltransferase activity	0	0
6	0.00253626864157452	nicotinate nucleotide salvage	2	0.000732219870982859
0	0	nicotinate phosphoribosyltransferase activity	0	0
0	0	nicotinate-nucleotide adenylyltransferase activity	0	0
0	0	nicotinate-nucleotide diphosphorylase (carboxylating) activity	0	0
0	0	nicotine metabolic process	0	0
0	0	nicotinic acetylcholine-gated receptor-channel complex	0	0
4	0.00169084576104968	nitrate assimilation	1	0.000366109935491429
5	0.0021135572013121	nitrate catabolic process	0	0
0	0	nitrate metabolic process	0	0
0	0	nitrate reductase activity	0	0
0	0	nitric oxide binding	0	0
0	0	nitric oxide biosynthetic process	7	0.00256276954844001
5	0.0021135572013121	nitric oxide catabolic process	0	0
0	0	nitric oxide dioxygenase activity	0	0
0	0	nitric oxide mediated signal transduction	0	0
5	0.0021135572013121	nitric oxide metabolic process	0	0
0	0	nitric-oxide synthase activity	0	0
0	0	nitric-oxide synthase binding	0	0
0	0	nitric-oxide synthase regulator activity	0	0
0	0	nitrilase activity	0	0
0	0	nitrile biosynthetic process	0	0
0	0	nitrite reductase (NO-forming) activity	0	0
0	0	nitrite reductase [NAD(P)H] activity	0	0
0	0	nitrite reductase complex [NAD(P)H]	0	0
13	0.00549524872341145	nitrogen compound metabolic process	28	0.01025107819376
0	0	nitrogen fixation	1	0.000366109935491429
35	0.0147949004091847	NLS-bearing substrate import into nucleus	90	0.0329498941942286
0	0	NLS-dependent protein nuclear import complex	0	0
0	0	Noc1p-Noc2p complex	0	0
0	0	Noc2p-Noc3p complex	0	0
0	0	Noc4p-Nop14p complex	0	0
0	0	node of Ranvier	0	0
0	0	nodulation	0	0
0	0	non-kinase phorbol ester receptor activity	0	0
3	0.00126813432078726	non-lytic virus budding	22	0.00805441858081145
0	0	non-membrane spanning protein tyrosine kinase activity	0	0
0	0	non-membrane spanning protein tyrosine phosphatase activity	0	0
0	0	non-sensory hair organization	0	0
0	0	nonassociative learning	5	0.00183054967745715
0	0	nonfunctional rRNA decay	0	0
0	0	nonhomologous end joining complex	0	0
0	0	nor-spermidine metabolic process	0	0
0	0	norepinephrine binding	0	0
0	0	norepinephrine biosynthetic process	5	0.00183054967745715
36	0.0152176118494471	norepinephrine metabolic process	0	0
6	0.00253626864157452	norepinephrine secretion	0	0
0	0	norepinephrine transmembrane transporter activity	0	0
0	0	norepinephrine transport	0	0
0	0	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure	0	0
5	0.0021135572013121	nose development	17	0.0062238689033543
0	0	nose morphogenesis	0	0
0	0	Notch binding	0	0
124	0.05241621859254	Notch receptor processing	78	0.0285565749683315
555	0.234604849345643	Notch signaling pathway	635	0.232479809037058
60	0.0253626864157452	notochord cell development	66	0.0241632557424343
0	0	notochord cell differentiation	0	0
69	0.0291670893781069	notochord development	74	0.0270921352263658
29	0.0122586317676102	notochord formation	39	0.0142782874841657
49	0.0207128605728585	notochord morphogenesis	43	0.0157427272261315
16	0.00676338304419871	notum cell fate specification	16	0.00585775896786287
16	0.00676338304419871	notum development	16	0.00585775896786287
0	0	notum morphogenesis	0	0
0	0	NuA3 histone acetyltransferase complex	0	0
0	0	NuA4 histone acetyltransferase complex	0	0
0	0	nuclear body	0	0
5	0.0021135572013121	nuclear body organization	10	0.00366109935491429
0	0	nuclear cap binding complex	0	0
0	0	nuclear centromeric heterochromatin	0	0
0	0	nuclear chromatin	0	0
0	0	nuclear chromosome	0	0
0	0	nuclear chromosome, telomeric region	0	0
0	0	nuclear cohesin complex	0	0
0	0	nuclear condensin complex	0	0
0	0	nuclear cyclin-dependent protein kinase holoenzyme complex	0	0
18	0.00760880592472355	nuclear division	0	0
0	0	nuclear envelope	0	0
0	0	nuclear envelope lumen	0	0
37	0.0156403232897095	nuclear envelope organization	63	0.0230649259359601
0	0	nuclear envelope reassembly	8	0.00292887948393143
0	0	nuclear envelope-endoplasmic reticulum network	0	0
0	0	nuclear euchromatin	0	0
0	0	nuclear exosome (RNase complex)	0	0
36	0.0152176118494471	nuclear export	46	0.0168410570326058
0	0	nuclear export signal receptor activity	0	0
0	0	nuclear heterochromatin	0	0
0	0	nuclear hormone receptor binding	0	0
18	0.00760880592472355	nuclear import	17	0.0062238689033543
0	0	nuclear inclusion body	0	0
0	0	nuclear inner membrane	0	0
0	0	nuclear lamina	0	0
0	0	nuclear localization sequence binding	0	0
0	0	nuclear matrix	0	0
0	0	nuclear meiotic cohesin complex	0	0
0	0	nuclear membrane	0	0
16	0.00676338304419871	nuclear migration	34	0.0124477378067086
0	0	nuclear MIS12/MIND type complex	0	0
28	0.0118359203273477	nuclear mRNA 3'-splice site recognition	38	0.0139121775486743
8	0.00338169152209935	nuclear mRNA 5'-splice site recognition	12	0.00439331922589715
5	0.0021135572013121	nuclear mRNA cis splicing, via spliceosome	9	0.00329498941942286
249	0.105255148625342	nuclear mRNA splicing, via spliceosome	329	0.12045016877668
0	0	nuclear nucleosome	0	0
0	0	nuclear origin of replication recognition complex	0	0
0	0	nuclear outer membrane	0	0
0	0	nuclear periphery	0	0
0	0	nuclear pore	0	0
28	0.0118359203273477	nuclear pore complex assembly	51	0.0186716067100629
0	0	nuclear pore distribution	8	0.00292887948393143
37	0.0156403232897095	nuclear pore organization	37	0.0135460676131829
0	0	nuclear proteasome complex	0	0
0	0	nuclear replication fork	0	0
0	0	nuclear RNA export factor complex	0	0
0	0	nuclear SCF ubiquitin ligase complex	0	0
0	0	nuclear speck	0	0
0	0	nuclear speck organization	14	0.00512553909688001
0	0	nuclear telomere cap complex	0	0
0	0	nuclear telomeric heterochromatin	0	0
70	0.0295898008183693	nuclear translocation of MAPK	42	0.01537661729064
43	0.018176591931284	nuclear-transcribed mRNA catabolic process	36	0.0131799576776915
2	0.000845422880524838	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay	3	0.00109832980647429
61	0.0257853978560076	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	61	0.0223327060649772
0	0	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay	0	0
6	0.00253626864157452	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay	33	0.0120816278712172
4	0.00169084576104968	nuclear-transcribed mRNA catabolic process, exonucleolytic	0	0
12	0.00507253728314903	nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	7	0.00256276954844001
0	0	nuclear-transcribed mRNA catabolic process, non-stop decay	0	0
166	0.0701700990835616	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	144	0.0527198307107658
38	0.0160630347299719	nuclear-transcribed mRNA poly(A) tail shortening	49	0.01793938683908
0	0	nuclease activity	0	0
0	0	nucleic acid binding	0	0
0	0	nucleobase, nucleoside and nucleotide catabolic process	3	0.00109832980647429
8	0.00338169152209935	nucleobase, nucleoside and nucleotide interconversion	12	0.00439331922589715
11	0.00464982584288661	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	26	0.00951885832277716
125	0.0528389300328024	nucleocytoplasmic transport	97	0.0355126637426686
0	0	nucleocytoplasmic transporter activity	0	0
12	0.00507253728314903	nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration	48	0.0175732769035886
0	0	nucleolar ribonuclease P complex	0	0
12	0.00507253728314903	nucleologenesis	8	0.00292887948393143
0	0	nucleolus	0	0
5	0.0021135572013121	nucleolus organization	9	0.00329498941942286
0	0	nucleolus organizer region	0	0
24	0.0101450745662981	nucleolus to nucleoplasm transport	9	0.00329498941942286
0	0	nucleoplasm	0	0
0	0	nucleoside binding	0	0
0	0	nucleoside deoxyribosyltransferase activity	0	0
0	0	nucleoside diphosphate catabolic process	1	0.000366109935491429
0	0	nucleoside diphosphate kinase activity	0	0
0	0	nucleoside diphosphate metabolic process	0	0
2	0.000845422880524838	nucleoside diphosphate phosphorylation	7	0.00256276954844001
0	0	nucleoside kinase activity	0	0
6	0.00253626864157452	nucleoside metabolic process	6	0.00219665961294858
0	0	nucleoside phosphate kinase activity	0	0
0	0	nucleoside phosphotransferase activity	0	0
0	0	nucleoside transmembrane transporter activity	0	0
6	0.00253626864157452	nucleoside transport	9	0.00329498941942286
0	0	nucleoside triphosphate adenylate kinase activity	0	0
2	0.000845422880524838	nucleoside triphosphate biosynthetic process	7	0.00256276954844001
2	0.000845422880524838	nucleoside triphosphate catabolic process	4	0.00146443974196572
0	0	nucleoside-diphosphatase activity	0	0
0	0	nucleoside-triphosphatase activity	0	0
0	0	nucleoside-triphosphate diphosphatase activity	0	0
0	0	nucleoside:sodium symporter activity	0	0
0	0	nucleosomal DNA binding	0	0
0	0	nucleosomal histone binding	0	0
0	0	nucleosome	0	0
68	0.0287443779378445	nucleosome assembly	114	0.0417365326460229
0	0	nucleosome binding	0	0
24	0.0101450745662981	nucleosome disassembly	46	0.0168410570326058
8	0.00338169152209935	nucleosome mobilization	15	0.00549164903237144
11	0.00464982584288661	nucleosome organization	17	0.0062238689033543
0	0	nucleosome positioning	30	0.0109832980647429
0	0	nucleotidase activity	0	0
0	0	nucleotide binding	0	0
8	0.00338169152209935	nucleotide biosynthetic process	2	0.000732219870982859
2	0.000845422880524838	nucleotide catabolic process	2	0.000732219870982859
0	0	nucleotide diphosphatase activity	0	0
0	0	nucleotide kinase activity	0	0
15	0.00634067160393629	nucleotide metabolic process	8	0.00292887948393143
8	0.00338169152209935	nucleotide phosphorylation	0	0
16	0.00676338304419871	nucleotide-binding oligomerization domain containing 2 signaling pathway	8	0.00292887948393143
22	0.00929965168577322	nucleotide-binding oligomerization domain containing signaling pathway	22	0.00805441858081145
228	0.0963782083798316	nucleotide-excision repair	178	0.0651675685174744
0	0	nucleotide-excision repair complex	0	0
0	0	nucleotide-excision repair factor 1 complex	0	0
0	0	nucleotide-excision repair factor 2 complex	0	0
60	0.0253626864157452	nucleotide-excision repair, DNA damage recognition	72	0.0263599153553829
8	0.00338169152209935	nucleotide-excision repair, DNA damage removal	0	0
38	0.0160630347299719	nucleotide-excision repair, DNA duplex unwinding	60	0.0219665961294858
100	0.0422711440262419	nucleotide-excision repair, DNA gap filling	114	0.0417365326460229
100	0.0422711440262419	nucleotide-excision repair, DNA incision	166	0.0607742492915773
50	0.021135572013121	nucleotide-excision repair, DNA incision, 3'-to lesion	38	0.0139121775486743
72	0.0304352236988942	nucleotide-excision repair, DNA incision, 5'-to lesion	94	0.0344143339361944
69	0.0291670893781069	nucleotide-excision repair, preincision complex assembly	60	0.0219665961294858
75	0.0317033580196814	nucleotide-excision repair, preincision complex stabilization	57	0.0208682663230115
0	0	nucleotidyltransferase activity	0	0
0	0	nucleus	0	0
3	0.00126813432078726	nucleus localization	15	0.00549164903237144
0	0	nucleus organization	30	0.0109832980647429
0	0	Nup107-160 complex	0	0
0	0	NuRD complex	0	0
0	0	NURF complex	0	0
0	0	nutrient reservoir activity	0	0
0	0	O-acyltransferase activity	0	0
0	0	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity	0	0
17	0.00718609448446113	O-glycan processing	20	0.00732219870982859
0	0	O-glycan processing, core 1	6	0.00219665961294858
0	0	O-methyltransferase activity	0	0
0	0	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	0	0
0	0	ocellus development	0	0
0	0	octopamine biosynthetic process	10	0.00366109935491429
0	0	octopamine receptor activity	0	0
0	0	octopamine/tyramine signaling pathway	0	0
7	0.00295898008183693	oculomotor nerve formation	27	0.00988496825826859
19	0.00803151736498597	odontogenesis	20	0.00732219870982859
99	0.0418484325859795	odontogenesis of dentine-containing tooth	155	0.0567470400011716
9	0.00380440296236177	oenocyte development	3	0.00109832980647429
16	0.00676338304419871	oenocyte differentiation	16	0.00585775896786287
0	0	oleic acid binding	0	0
0	0	oleoyl-[acyl-carrier-protein] hydrolase activity	0	0
21	0.0088769402455108	olfactory behavior	49	0.01793938683908
80	0.0338169152209935	olfactory bulb development	49	0.01793938683908
12	0.00507253728314903	olfactory bulb interneuron development	17	0.0062238689033543
6	0.00253626864157452	olfactory bulb interneuron differentiation	0	0
62	0.02620810929627	olfactory learning	60	0.0219665961294858
45	0.0190220148118089	olfactory lobe development	27	0.00988496825826859
6	0.00253626864157452	olfactory nerve development	5	0.00183054967745715
0	0	olfactory pit development	0	0
72	0.0304352236988942	olfactory placode formation	18	0.00658997883884573
0	0	olfactory receptor binding	0	0
21	0.0088769402455108	oligodendrocyte development	30	0.0109832980647429
130	0.0549524872341145	oligodendrocyte differentiation	108	0.0395398730330744
1	0.000422711440262419	oligopeptide transport	2	0.000732219870982859
0	0	oligosaccharide binding	0	0
8	0.00338169152209935	oligosaccharide biosynthetic process	9	0.00329498941942286
28	0.0118359203273477	oligosaccharide catabolic process	35	0.0128138477422
4	0.00169084576104968	oligosaccharide metabolic process	5	0.00183054967745715
1	0.000422711440262419	oligosaccharide-lipid intermediate assembly	1	0.000366109935491429
0	0	oligosaccharyl transferase activity	0	0
0	0	oligosaccharyltransferase complex	0	0
0	0	oligosaccharyltransferase I complex	0	0
0	0	omega peptidase activity	0	0
0	0	omega-6 fatty acid desaturase activity	0	0
0	0	omega-amidase activity	0	0
62	0.02620810929627	ommatidial rotation	98	0.0358787736781601
0	0	ommochrome biosynthetic process	0	0
0	0	oncostatin-M receptor activity	0	0
21	0.0088769402455108	one-carbon compound metabolic process	21	0.00768830864532002
308	0.130195123600825	oocyte anterior/posterior axis specification	248	0.0907952640018745
32	0.0135267660883974	oocyte axis specification	32	0.0117155179357257
0	0	oocyte construction	18	0.00658997883884573
63	0.0266308207365324	oocyte development	7	0.00256276954844001
3	0.00126813432078726	oocyte differentiation	23	0.00842052851630288
44	0.0185993033715464	oocyte dorsal/ventral axis specification	56	0.02050215638752
11	0.00464982584288661	oocyte growth	21	0.00768830864532002
130	0.0549524872341145	oocyte localization during germarium-derived egg chamber formation	100	0.0366109935491429
8	0.00338169152209935	oocyte maturation	16	0.00585775896786287
0	0	oocyte microtubule cytoskeleton organization	0	0
26	0.0109904974468229	oocyte microtubule cytoskeleton polarization	16	0.00585775896786287
291	0.123009029116364	oogenesis	341	0.124843488002577
194	0.0820060194109093	open tracheal system development	181	0.0662658983239487
6	0.00253626864157452	operant conditioning	6	0.00219665961294858
0	0	opioid receptor activity	0	0
0	0	opioid receptor binding	0	0
0	0	opsonization	0	0
6	0.00253626864157452	optic lobe placode formation	0	0
3	0.00126813432078726	optic nerve development	2	0.000732219870982859
0	0	optic nerve morphogenesis	0	0
72	0.0304352236988942	optic placode formation	18	0.00658997883884573
5	0.0021135572013121	optic placode formation involved in camera-type eye	15	0.00549164903237144
2	0.000845422880524838	orbitofrontal cortex development	0	0
0	0	orexin receptor activity	0	0
0	0	organ development	0	0
117	0.0494572385107031	organ growth	72	0.0263599153553829
122	0.0515707957120152	organ morphogenesis	81	0.0296549047748058
123	0.0519935071522776	organ regeneration	170	0.062238689033543
0	0	organelle localization	3	0.00109832980647429
0	0	organelle membrane	0	0
14	0.00591796016367387	organelle organization	19	0.00695608877433716
0	0	organic acid metabolic process	0	0
0	0	organic acid:sodium symporter activity	0	0
0	0	organic anion transmembrane transporter activity	0	0
1	0.000422711440262419	organic anion transport	2	0.000732219870982859
0	0	organic cation transmembrane transporter activity	0	0
0	0	organic cation transport	0	0
0	0	organophosphate catabolic process	2	0.000732219870982859
0	0	origin recognition complex	0	0
0	0	ornithine biosynthetic process	3	0.00109832980647429
0	0	ornithine decarboxylase activity	0	0
0	0	ornithine decarboxylase inhibitor activity	0	0
1	0.000422711440262419	ornithine metabolic process	0	0
0	0	ornithine-oxo-acid transaminase activity	0	0
0	0	orotate phosphoribosyltransferase activity	0	0
0	0	orotidine-5'-phosphate decarboxylase activity	0	0
0	0	orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis	20	0.00732219870982859
0	0	osmosensor activity	0	0
32	0.0135267660883974	osmosensory signaling pathway	40	0.0146443974196572
88	0.0371986067430929	ossification	95	0.0347804438716858
32	0.0135267660883974	ossification involved in bone morphogenesis	32	0.0117155179357257
20	0.00845422880524838	osteoblast development	70	0.0256276954844001
152	0.0642521389198877	osteoblast differentiation	128	0.046862071742903
19	0.00803151736498597	osteoblast fate commitment	11	0.00402720929040572
65	0.0274762436170573	osteoclast differentiation	83	0.0303871246457886
2	0.000845422880524838	otic placode formation	1	0.000366109935491429
10	0.00422711440262419	otic vesicle formation	30	0.0109832980647429
2	0.000845422880524838	otolith development	0	0
0	0	otolith mineralization	0	0
8	0.00338169152209935	otolith morphogenesis	9	0.00329498941942286
0	0	outer acrosomal membrane	0	0
0	0	outer dense fiber	0	0
14	0.00591796016367387	outer ear morphogenesis	32	0.0117155179357257
0	0	outer kinetochore of condensed chromosome	0	0
0	0	outer membrane-bounded periplasmic space	0	0
0	0	outward rectifier potassium channel activity	0	0
0	0	ovarian cumulus expansion	0	0
0	0	ovarian follicle atresia	0	0
6	0.00253626864157452	ovarian follicle cell adhesion	0	0
141	0.0596023130770011	ovarian follicle cell development	164	0.0600420294205944
138	0.0583341787562139	ovarian follicle cell migration	127	0.0464959618074115
134	0.0566433329951642	ovarian follicle cell stalk formation	100	0.0366109935491429
91	0.0384667410638802	ovarian follicle development	70	0.0256276954844001
16	0.00676338304419871	ovarian fusome organization	0	0
18	0.00760880592472355	ovarian nurse cell to oocyte transport	0	0
38	0.0160630347299719	ovarian ring canal formation	0	0
0	0	ovarian ring canal stabilization	0	0
0	0	oviposition	19	0.00695608877433716
18	0.00760880592472355	ovulation	20	0.00732219870982859
0	0	ovulation cycle	0	0
0	0	ovulation cycle process	0	0
11	0.00464982584288661	ovulation from ovarian follicle	0	0
0	0	oxalate metabolic process	0	0
0	0	oxalate transmembrane transporter activity	0	0
0	0	oxalate transport	0	0
3	0.00126813432078726	oxalic acid secretion	0	0
0	0	oxaloacetate decarboxylase activity	0	0
13	0.00549524872341145	oxaloacetate metabolic process	17	0.0062238689033543
0	0	oxaloacetate tautomerase activity	0	0
0	0	oxaloacetate transmembrane transporter activity	0	0
4	0.00169084576104968	oxaloacetate transport	0	0
116	0.0490345270704406	oxidation reduction	77	0.0281904650328401
6	0.00253626864157452	oxidation-dependent protein catabolic process	3	0.00109832980647429
24	0.0101450745662981	oxidative phosphorylation	32	0.0117155179357257
0	0	oxidative phosphorylation uncoupler activity	0	0
0	0	oxidized base lesion DNA N-glycosylase activity	0	0
0	0	oxidized purine base lesion DNA N-glycosylase activity	0	0
0	0	oxidized purine DNA binding	0	0
0	0	oxidized pyrimidine base lesion DNA N-glycosylase activity	0	0
0	0	oxidoreductase activity	0	0
0	0	oxidoreductase activity, acting on CH-OH group of donors	0	0
0	0	oxidoreductase activity, acting on diphenols and related substances as donors	0	0
0	0	oxidoreductase activity, acting on NADH or NADPH	0	0
0	0	oxidoreductase activity, acting on NADH or NADPH, heme protein as acceptor	0	0
0	0	oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor	0	0
0	0	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0	0
0	0	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	0	0
0	0	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NADH or NADPH as one donor, and incorporation of one atom of oxygen	0	0
0	0	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	0	0
0	0	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	0	0
0	0	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	0	0
0	0	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	0	0
0	0	oxidoreductase activity, acting on sulfur group of donors	0	0
0	0	oxidoreductase activity, acting on sulfur group of donors, disulfide as acceptor	0	0
0	0	oxidoreductase activity, acting on the aldehyde or oxo group of donors	0	0
0	0	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	0	0
0	0	oxidoreductase activity, acting on the CH-CH group of donors	0	0
0	0	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	0	0
0	0	oxidoreductase activity, acting on the CH-NH group of donors	0	0
0	0	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	0	0
0	0	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	0	0
0	0	oxidoreductase activity, oxidizing metal ions	0	0
0	0	oxidoreductase activity, oxidizing metal ions with flavin as acceptor	0	0
0	0	oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor	0	0
0	0	oxoglutarate dehydrogenase (succinyl-transferring) activity	0	0
0	0	oxoglutarate dehydrogenase complex	0	0
0	0	oxoglutarate:malate antiporter activity	0	0
0	0	oxygen binding	0	0
6	0.00253626864157452	oxygen homeostasis	4	0.00146443974196572
0	0	oxygen sensor activity	0	0
0	0	oxygen transport	0	0
0	0	oxygen transporter activity	0	0
0	0	oxylipin biosynthetic process	0	0
0	0	oxysterol 7-alpha-hydroxylase activity	0	0
0	0	oxysterol binding	0	0
0	0	oxytocin receptor activity	0	0
0	0	P granule	0	0
36	0.0152176118494471	P granule organization	36	0.0131799576776915
0	0	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	0	0
0	0	p53 binding	0	0
121	0.0511480842717527	palate development	174	0.0637031287755087
