geneID,Uniprot,evalue,Product,GOSlim
CGI_10013442,Q14527,0,Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3),cell organization and biogenesis
CGI_10013442,Q14527,0,Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3),DNA metabolism
CGI_10013442,Q14527,0,Helicase-like transcription factor (EC 2.3.2.27) (EC 3.6.4.-) (DNA-binding protein/plasminogen activator inhibitor 1 regulator) (HIP116) (RING finger protein 80) (RING-type E3 ubiquitin transferase HLTF) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3) (Sucrose nonfermenting protein 2-like 3),RNA metabolism
CGI_10013614,Q8WV92,4e-76,MIT domain-containing protein 1,cell cycle and proliferation
CGI_10013614,Q8WV92,4e-76,MIT domain-containing protein 1,transport
CGI_10013637,Q91YJ2,5e-145,Sorting nexin-4,cell organization and biogenesis
CGI_10013637,Q91YJ2,5e-145,Sorting nexin-4,transport
CGI_10013666,P60924,7e-25,Death ligand signal enhancer,death
CGI_10013732,A6NHR9,0,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1),cell organization and biogenesis
CGI_10013732,A6NHR9,0,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1),developmental processes
CGI_10013770,Q8BYF6,6e-112,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),transport
CGI_10013770,Q8BYF6,6e-112,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),death
CGI_10013781,P47989,4e-159,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],signal transduction
CGI_10013781,P47989,4e-159,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],protein metabolism
CGI_10013781,P47989,4e-159,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],death
CGI_10013781,P47989,4e-159,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],other metabolic processes
CGI_10013781,P47989,4e-159,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],cell cycle and proliferation
CGI_10013781,P47989,4e-159,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],developmental processes
CGI_10013782,Q7SY73,3e-58,Monoacylglycerol lipase abhd6-B (EC 3.1.1.23) (Abhydrolase domain-containing protein 6-B),other metabolic processes
CGI_10013795,Q1LY77,2e-28,Histone-lysine N-methyltransferase SETD1B-A (EC 2.1.1.43) (SET domain-containing protein 1B-A),RNA metabolism
CGI_10013795,Q1LY77,2e-28,Histone-lysine N-methyltransferase SETD1B-A (EC 2.1.1.43) (SET domain-containing protein 1B-A),developmental processes
CGI_10013799,O00410,0,Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5),transport
CGI_10013945,Q8UVC3,6e-22,Inversin,developmental processes
CGI_10013945,Q8UVC3,6e-22,Inversin,signal transduction
CGI_10013991,Q06441,2e-155,Thrombospondin-4,cell adhesion
CGI_10013991,Q06441,2e-155,Thrombospondin-4,stress response
CGI_10014051,B0W2S0,0,Clustered mitochondria protein homolog,cell organization and biogenesis
CGI_10014131,P09487,8e-107,Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme),developmental processes
CGI_10014259,Q5RA62,0,TFIIH basal transcription factor complex helicase XPB subunit (EC 3.6.4.12) (DNA excision repair protein ERCC-3),DNA metabolism
CGI_10014259,Q5RA62,0,TFIIH basal transcription factor complex helicase XPB subunit (EC 3.6.4.12) (DNA excision repair protein ERCC-3),RNA metabolism
CGI_10014259,Q5RA62,0,TFIIH basal transcription factor complex helicase XPB subunit (EC 3.6.4.12) (DNA excision repair protein ERCC-3),cell organization and biogenesis
CGI_10014259,Q5RA62,0,TFIIH basal transcription factor complex helicase XPB subunit (EC 3.6.4.12) (DNA excision repair protein ERCC-3),developmental processes
CGI_10014259,Q5RA62,0,TFIIH basal transcription factor complex helicase XPB subunit (EC 3.6.4.12) (DNA excision repair protein ERCC-3),stress response
CGI_10014259,Q5RA62,0,TFIIH basal transcription factor complex helicase XPB subunit (EC 3.6.4.12) (DNA excision repair protein ERCC-3),protein metabolism
CGI_10014259,Q5RA62,0,TFIIH basal transcription factor complex helicase XPB subunit (EC 3.6.4.12) (DNA excision repair protein ERCC-3),death
CGI_10014314,O75891,0,Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1),other metabolic processes
CGI_10014460,O35134,0,DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194),cell organization and biogenesis
CGI_10014460,O35134,0,DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194),RNA metabolism
CGI_10014583,Q8IQC1,4e-51,Uncharacterized Golgi apparatus membrane protein-like protein CG5021,transport
CGI_10014632,O46037,0,Vinculin,developmental processes
CGI_10014632,O46037,0,Vinculin,cell organization and biogenesis
CGI_10014632,O46037,0,Vinculin,transport
CGI_10014632,O46037,0,Vinculin,cell adhesion
CGI_10014713,Q80ZJ7,4e-08,Sorting nexin-32 (Sorting nexin-6B),cell organization and biogenesis
CGI_10014713,Q80ZJ7,4e-08,Sorting nexin-32 (Sorting nexin-6B),transport
CGI_10014850,O75445,0,Usherin (Usher syndrome type IIa protein) (Usher syndrome type-2A protein),developmental processes
CGI_10014965,Q9UKD2,2e-94,mRNA turnover protein 4 homolog (Ribosome assembly factor MRTO4),RNA metabolism
CGI_10014965,Q9UKD2,2e-94,mRNA turnover protein 4 homolog (Ribosome assembly factor MRTO4),cell organization and biogenesis
CGI_10015025,Q5RG45,4e-174,Centrosomal protein of 135 kDa (Cep135),cell cycle and proliferation
CGI_10015025,Q5RG45,4e-174,Centrosomal protein of 135 kDa (Cep135),cell organization and biogenesis
CGI_10015140,P10076,4e-34,Zinc finger protein 26 (Zfp-26) (Protein mKR3),RNA metabolism
CGI_10015150,Q8CIV2,4e-129,Membralin (Transmembrane protein 259),stress response
CGI_10015211,Q6P1C1,8e-42,Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (InsP5 2-kinase),other metabolic processes
CGI_10015257,Q96KG9,0,N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase),RNA metabolism
CGI_10015257,Q96KG9,0,N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase),transport
CGI_10015344,Q3T0J9,1e-118,Guanine nucleotide-binding protein-like 3-like protein,cell organization and biogenesis
CGI_10015344,Q3T0J9,1e-118,Guanine nucleotide-binding protein-like 3-like protein,DNA metabolism
CGI_10015344,Q3T0J9,1e-118,Guanine nucleotide-binding protein-like 3-like protein,protein metabolism
CGI_10015408,Q9P2D0,3e-85,Inhibitor of Bruton tyrosine kinase (IBtk),transport
CGI_10015408,Q9P2D0,3e-85,Inhibitor of Bruton tyrosine kinase (IBtk),protein metabolism
CGI_10015580,Q9BYT1,6e-121,Solute carrier family 17 member 9,transport
CGI_10015594,Q9BUJ2,2e-147,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5),RNA metabolism
CGI_10015640,Q5RBN9,3e-93,Transcriptional adapter 2-beta,cell organization and biogenesis
CGI_10015640,Q5RBN9,3e-93,Transcriptional adapter 2-beta,protein metabolism
CGI_10015640,Q5RBN9,3e-93,Transcriptional adapter 2-beta,RNA metabolism
CGI_10015644,Q2KIU7,1e-101,Radial spoke head protein 9 homolog,cell organization and biogenesis
CGI_10015774,Q6PDJ1,2e-62,VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1),transport
CGI_10015818,Q13136,0,Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1),cell adhesion
CGI_10015818,Q13136,0,Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1),cell-cell signaling
CGI_10015818,Q13136,0,Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1),transport
CGI_10015818,Q13136,0,Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1),cell organization and biogenesis
CGI_10015818,Q13136,0,Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1),signal transduction
CGI_10015978,P08183,0,Multidrug resistance protein 1 (EC 3.6.3.44) (ATP-binding cassette sub-family B member 1) (P-glycoprotein 1) (CD antigen CD243),stress response
CGI_10015978,P08183,0,Multidrug resistance protein 1 (EC 3.6.3.44) (ATP-binding cassette sub-family B member 1) (P-glycoprotein 1) (CD antigen CD243),cell cycle and proliferation
CGI_10015978,P08183,0,Multidrug resistance protein 1 (EC 3.6.3.44) (ATP-binding cassette sub-family B member 1) (P-glycoprotein 1) (CD antigen CD243),cell organization and biogenesis
CGI_10015978,P08183,0,Multidrug resistance protein 1 (EC 3.6.3.44) (ATP-binding cassette sub-family B member 1) (P-glycoprotein 1) (CD antigen CD243),transport
CGI_10016028,O61577,3e-170,Katanin p60 ATPase-containing subunit A1 (Katanin p60 subunit A1) (EC 3.6.4.3) (p60 katanin),cell cycle and proliferation
CGI_10016397,Q8BRH4,1e-117,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog),protein metabolism
CGI_10016397,Q8BRH4,1e-117,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog),cell organization and biogenesis
CGI_10016397,Q8BRH4,1e-117,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog),RNA metabolism
CGI_10016397,Q8BRH4,1e-117,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog),other metabolic processes
CGI_10016397,Q8BRH4,1e-117,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.43) (Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog),cell cycle and proliferation
CGI_10016416,Q9EPZ8,1e-56,E3 ubiquitin-protein ligase RNF103 (EC 2.3.2.27) (Protein ADRG34) (RING finger protein 103) (RING-type E3 ubiquitin transferase RNF103) (Zinc finger protein 103) (Zfp-103),protein metabolism
CGI_10016431,Q17LW0,0,Myosin-VIIa (Protein crinkled),developmental processes
CGI_10016431,Q17LW0,0,Myosin-VIIa (Protein crinkled),transport
CGI_10016431,Q17LW0,0,Myosin-VIIa (Protein crinkled),cell organization and biogenesis
CGI_10016453,P49815,0,Tuberin (Tuberous sclerosis 2 protein),transport
CGI_10016453,P49815,0,Tuberin (Tuberous sclerosis 2 protein),death
CGI_10016453,P49815,0,Tuberin (Tuberous sclerosis 2 protein),cell cycle and proliferation
CGI_10016453,P49815,0,Tuberin (Tuberous sclerosis 2 protein),stress response
CGI_10016453,P49815,0,Tuberin (Tuberous sclerosis 2 protein),other metabolic processes
CGI_10016453,P49815,0,Tuberin (Tuberous sclerosis 2 protein),cell organization and biogenesis
CGI_10016453,P49815,0,Tuberin (Tuberous sclerosis 2 protein),signal transduction
CGI_10016453,P49815,0,Tuberin (Tuberous sclerosis 2 protein),developmental processes
CGI_10016527,Q5T3U5,0,Multidrug resistance-associated protein 7 (ATP-binding cassette sub-family C member 10),transport
CGI_10017167,Q92604,5e-74,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (EC 2.3.1.-),other metabolic processes
CGI_10017467,Q75QN2,7e-158,Integrator complex subunit 8 (Int8) (Protein kaonashi-1),RNA metabolism
CGI_10017491,Q8NFA0,0,Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.4.19.12) (Deubiquitinating enzyme 32) (Renal carcinoma antigen NY-REN-60) (Ubiquitin thioesterase 32) (Ubiquitin-specific-processing protease 32),protein metabolism
CGI_10017492,Q8UUY8,9e-07,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),transport
CGI_10017492,Q8UUY8,9e-07,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),other metabolic processes
CGI_10017508,Q9CQL5,8e-29,39S ribosomal protein L18, mitochondrial (L18mt) (MRP-L18),protein metabolism
CGI_10017598,P91929,4e-26,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit),other metabolic processes
CGI_10017694,P00491,5e-97,Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase),developmental processes
CGI_10017694,P00491,5e-97,Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase),transport
CGI_10017694,P00491,5e-97,Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase),other metabolic processes
CGI_10017694,P00491,5e-97,Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase),cell cycle and proliferation
CGI_10017792,Q9BQS8,4e-84,FYVE and coiled-coil domain-containing protein 1 (Zinc finger FYVE domain-containing protein 7),protein metabolism
CGI_10018003,Q3MHR7,1e-150,Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC),cell organization and biogenesis
CGI_10018110,Q54X15,6e-08,Type-2 histone deacetylase 1 (DdHdaD) (EC 3.5.1.98),RNA metabolism
CGI_10018571,F8WLE0,9e-160,Kinesin-like protein KIF28P (Kinesin-like protein 6),cell organization and biogenesis
CGI_10018668,Q9NZQ3,1e-79,NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein),cell organization and biogenesis
CGI_10018668,Q9NZQ3,1e-79,NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein),transport
CGI_10018668,Q9NZQ3,1e-79,NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein),signal transduction
CGI_10018668,Q9NZQ3,1e-79,NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein),developmental processes
CGI_10018734,Q5RD33,1e-25,Amyloid beta A4 precursor protein-binding family A member 2,transport
CGI_10018734,Q5RD33,1e-25,Amyloid beta A4 precursor protein-binding family A member 2,cell-cell signaling
CGI_10018768,Q99700,1e-48,Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein),cell organization and biogenesis
CGI_10018768,Q99700,1e-48,Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein),transport
CGI_10018768,Q99700,1e-48,Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein),protein metabolism
CGI_10018768,Q99700,1e-48,Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein),RNA metabolism
CGI_10018880,Q75WF2,9e-41,Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta],death
CGI_10018933,Q28FX0,2e-72,ELAV-like protein 3 (Protein ElrC),developmental processes
CGI_10018964,O75643,0,U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD),developmental processes
CGI_10018964,O75643,0,U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD),cell organization and biogenesis
CGI_10018964,O75643,0,U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD),RNA metabolism
CGI_10019031,Q9WU70,0,Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1),stress response
CGI_10019031,Q9WU70,0,Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1),other metabolic processes
CGI_10019031,Q9WU70,0,Syntaxin-binding protein 5 (Lethal(2) giant larvae protein homolog 3) (Tomosyn-1),transport
CGI_10019057,P13667,0,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72),protein metabolism
CGI_10019057,P13667,0,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72),stress response
CGI_10019057,P13667,0,Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72),transport
CGI_10019085,Q9BYN7,1e-175,Zinc finger protein 341,RNA metabolism
CGI_10019275,Q8CFI5,1e-125,Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS),RNA metabolism
CGI_10019275,Q8CFI5,1e-125,Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS),protein metabolism
CGI_10019329,Q8VHF0,0,MAP/microtubule affinity-regulating kinase 3 (EC 2.7.11.1),cell organization and biogenesis
CGI_10019480,Q8CFA2,1e-154,Aminomethyltransferase, mitochondrial (EC 2.1.2.10) (Glycine cleavage system T protein) (GCVT),other metabolic processes
CGI_10019481,Q498T3,1e-98,Inhibitor of growth protein 3,death
CGI_10019481,Q498T3,1e-98,Inhibitor of growth protein 3,protein metabolism
CGI_10019481,Q498T3,1e-98,Inhibitor of growth protein 3,cell organization and biogenesis
CGI_10019481,Q498T3,1e-98,Inhibitor of growth protein 3,RNA metabolism
CGI_10019530,Q01484,0,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),other metabolic processes
CGI_10019530,Q01484,0,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),transport
CGI_10019530,Q01484,0,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),developmental processes
CGI_10019530,Q01484,0,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),protein metabolism
CGI_10019530,Q01484,0,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),cell organization and biogenesis
CGI_10019642,Q7ZTY7,1e-31,Vesicle transport protein USE1 (USE1-like protein),transport
CGI_10019649,P11087,3e-15,Collagen alpha-1(I) chain (Alpha-1 type I collagen),cell organization and biogenesis
CGI_10019649,P11087,3e-15,Collagen alpha-1(I) chain (Alpha-1 type I collagen),cell adhesion
CGI_10019649,P11087,3e-15,Collagen alpha-1(I) chain (Alpha-1 type I collagen),other metabolic processes
CGI_10019649,P11087,3e-15,Collagen alpha-1(I) chain (Alpha-1 type I collagen),developmental processes
CGI_10019649,P11087,3e-15,Collagen alpha-1(I) chain (Alpha-1 type I collagen),RNA metabolism
CGI_10019649,P11087,3e-15,Collagen alpha-1(I) chain (Alpha-1 type I collagen),stress response
CGI_10019649,P11087,3e-15,Collagen alpha-1(I) chain (Alpha-1 type I collagen),transport
CGI_10019710,Q6P1D7,4e-24,Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12),cell cycle and proliferation
CGI_10019710,Q6P1D7,4e-24,Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12),stress response
CGI_10019710,Q6P1D7,4e-24,Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12),DNA metabolism
CGI_10019873,Q6NXK5,9e-36,RNA/RNP complex-1-interacting phosphatase (EC 3.1.3.-) (Dual specificity protein phosphatase 11) (Phosphatase that interacts with RNA/RNP complex 1),protein metabolism
CGI_10019873,Q6NXK5,9e-36,RNA/RNP complex-1-interacting phosphatase (EC 3.1.3.-) (Dual specificity protein phosphatase 11) (Phosphatase that interacts with RNA/RNP complex 1),RNA metabolism
CGI_10019880,P34056,3e-92,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),other metabolic processes
CGI_10019880,P34056,3e-92,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),RNA metabolism
CGI_10019880,P34056,3e-92,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),cell cycle and proliferation
CGI_10019880,P34056,3e-92,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),death
CGI_10019880,P34056,3e-92,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),cell-cell signaling
CGI_10019880,P34056,3e-92,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),signal transduction
CGI_10019880,P34056,3e-92,Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2),developmental processes
CGI_10019899,Q5M7P5,0,Nucleolar protein 6,RNA metabolism
CGI_10019899,Q5M7P5,0,Nucleolar protein 6,transport
CGI_10019922,Q99502,4e-153,Eyes absent homolog 1 (EC 3.1.3.16) (EC 3.1.3.48),cell cycle and proliferation
CGI_10019922,Q99502,4e-153,Eyes absent homolog 1 (EC 3.1.3.16) (EC 3.1.3.48),developmental processes
CGI_10019922,Q99502,4e-153,Eyes absent homolog 1 (EC 3.1.3.16) (EC 3.1.3.48),cell organization and biogenesis
CGI_10019922,Q99502,4e-153,Eyes absent homolog 1 (EC 3.1.3.16) (EC 3.1.3.48),DNA metabolism
CGI_10019922,Q99502,4e-153,Eyes absent homolog 1 (EC 3.1.3.16) (EC 3.1.3.48),protein metabolism
CGI_10019922,Q99502,4e-153,Eyes absent homolog 1 (EC 3.1.3.16) (EC 3.1.3.48),stress response
CGI_10019922,Q99502,4e-153,Eyes absent homolog 1 (EC 3.1.3.16) (EC 3.1.3.48),RNA metabolism
CGI_10019922,Q99502,4e-153,Eyes absent homolog 1 (EC 3.1.3.16) (EC 3.1.3.48),signal transduction
CGI_10019931,Q29RL9,4e-73,Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1),RNA metabolism
CGI_10020015,Q9C0G6,0,Dynein heavy chain 6, axonemal (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6),cell organization and biogenesis
CGI_10020052,Q91VA6,4e-32,Polymerase delta-interacting protein 2,stress response
CGI_10020052,Q91VA6,4e-32,Polymerase delta-interacting protein 2,cell organization and biogenesis
CGI_10020052,Q91VA6,4e-32,Polymerase delta-interacting protein 2,cell cycle and proliferation
CGI_10020052,Q91VA6,4e-32,Polymerase delta-interacting protein 2,other metabolic processes
CGI_10020208,Q13042,0,Cell division cycle protein 16 homolog (Anaphase-promoting complex subunit 6) (APC6) (CDC16 homolog) (CDC16Hs) (Cyclosome subunit 6),cell cycle and proliferation
CGI_10020208,Q13042,0,Cell division cycle protein 16 homolog (Anaphase-promoting complex subunit 6) (APC6) (CDC16 homolog) (CDC16Hs) (Cyclosome subunit 6),cell organization and biogenesis
